ATARI GAUNTLET II LEVEL INDEX

TOTAL: 117
NORMAL: 117
DEMO_ATTRACT: 0
TREASURE_ROOMS: 0

FILE                         ID   BANK  POINTER   PACKED  HEADER_00_0D
level-001.txt                  0     0  0381E0     118  0000000000611D6E540E09
level-002.txt                  1     0  038262     134  000000000024D141FF55AE
level-003.txt                  2     0  0382F4     126  000000020020125C6E595F
level-004.txt                  3     0  03837E     122  0000414200320D0DB5435D
level-005.txt                  4     0  038404     188  0000000800336447590908
level-006.txt                  5     0  0384CC     125  06008000004050196EC794
level-007.txt                  6     0  038555     208  0D0000002018A06E60A349
level-008.txt                  7     0  038631     366  0D0000840420380D9D0E09
level-009.txt                  8     0  0387AB     161  0F0000100082489C47486E
level-010.txt                  9     0  038858     113  03000000005072AE60695F
level-011.txt                 10     0  0388D5     157  0301028C00024D0D5D0E6E
level-012.txt                 11     0  03897E     236  0500008000716E5C9D0EAE
level-013.txt                 12     0  038A76     198  0800428600510AAE5D0E90
level-014.txt                 13     0  038B48     332  09000000002B404153102E
level-015.txt                 14     0  038CA0     195  0822020A0060D85D6E7F62
level-016.txt                 15     0  038D6F     317  0B010280642F11476E9C71
level-017.txt                 16     0  038EB8     333  0200004225517445A07EDE
level-018.txt                 17     0  039011     179  0400000320332F609A0EAE
level-019.txt                 18     0  0390D0     196  0C00004E0043056E590E9D
level-020.txt                 19     0  0391A0     263  0E0000000010F7496E455E
level-021.txt                 20     0  0392B3     231  0700000D0011405CAE5D48
level-022.txt                 21     0  0393A6     330  1100008200408C0DB50E6E
level-023.txt                 22     0  0394FC     156  02008081001166056E5F68
level-024.txt                 23     0  0395A4     217  030000082042EB456E010E
level-025.txt                 24     0  039689     244  050000130050C16E5D4963
level-026.txt                 25     0  039789     256  0C0000402074B9AE5C3541
level-027.txt                 26     0  039895     220  0500009200227514AE9D49
level-028.txt                 27     0  03997D     255  070000002080C09D9C0962
level-029.txt                 28     0  039A88     166  08000003014015605C5D59
level-030.txt                 29     0  039B3A     219  020000002061AF6E985C9E
level-031.txt                 30     0  039C21     248  0F0000020021286E610E08
level-032.txt                 31     0  039D25     362  110000000474918C4B095F
level-033.txt                 32     0  039E9B     309  0300000020233EAE610E75
level-034.txt                 33     1  038000     166  0B0000824271C86E500E5C
level-035.txt                 34     1  0380B2     321  050000000033066E45095E
level-036.txt                 35     1  0381FF     182  100000000010F713A16E71
level-037.txt                 36     1  0382C1     378  1100000020806389625D6E
level-038.txt                 37     1  038447     169  1000008500526F0D9D0E6E
level-039.txt                 38     1  0384FC     293  0A00000000611606450E98
level-040.txt                 39     1  03862D     205  0B0004844264F00D5D0E6E
level-041.txt                 40     1  038706     283  0A0000802002F30D050E9F
level-042.txt                 41     1  03882D     205  0900000400406EAE605D61
level-043.txt                 42     1  038906     382  110000903044284847094E
level-044.txt                 43     1  038A90     369  04200000202EBE07758490
level-045.txt                 44     1  038C0D     339  0D00000020527D9D6E05B5
level-046.txt                 45     1  038D6C     193  0E00000222119A6E520E5D
level-047.txt                 46     1  038E39     274  104311000034D9AEFF7E41
level-048.txt                 47     1  038F57     326  112000910033F4455DAEDC
level-049.txt                 48     1  0390A9     293  050000000061C04581436F
level-050.txt                 49     1  0391DA     165  072200800120FE6E9F50AC
level-051.txt                 50     1  03928B     232  1000000020646906433F99
level-052.txt                 51     1  03937F     162  0A0003800014BE4E431312
level-053.txt                 52     1  03942D     247  0E000080605219016E109C
level-054.txt                 53     1  039530     223  112000000042ABAE5C0E5F
level-055.txt                 54     1  03961B     460  080000050060DD45490807
level-056.txt                 55     1  0397F3     141  0F0006010072380D6E5D89
level-057.txt                 56     1  03988C     206  010000000072010DAE5C5D
