ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-088-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 54

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0002 0002 0002 0002 0002 0002 0004 0001 0003 0002 0002 0002 0002 0002 0002 0002 0004 0001 0002 0002
0005 0006 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0005 000B 0009 000A 0007 0008 0009 000A 0007 000C 000D 000E 0007 000F
0010 0011 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0005 0012 0013 0009 000A 0007 0008 0009 0014 0015 0016 0009 000A 0017
0018 000B 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0019 001A 001B 0013 0009 000A 0007 000C 0015 000E 0007 0008 001C 001D
0005 001E 0008 0009 0014 001F 0020 0021 0022 001F 0020 0021 0022 001F 0020 0023 0014 001F 0010 0011 0024 001B 0013 0009 000A 0024 0016 0009 000A 0017 0015 0025
0005 0006 0007 0008 0026 0001 0002 0002 0002 0002 0002 0002 0002 0002 0027 0016 0028 0002 0029 0016 0009 0024 001B 0013 0009 000A 0007 0008 001C 0015 002A 0008
0005 0011 000A 0007 0005 0011 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0024 002A 0008 0009 000A 0007 0024 0025 000A 0007
0005 000B 0009 000A 0005 000B 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0017 0013 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A
0005 001E 0008 0009 0005 001E 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 001C 0015 001B 0013 0009 000A 0007 0008 0009 000A 0007 0008 0009
0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0024 002B 0015 001B 0013 0009 000A 0017 0013 0009 000A 0007 0008
0005 0011 000A 0007 0005 0011 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0024 002B 0015 001B 0013 0009 0024 001B 0013 0009 000A 0007
