ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-095-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 62

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0002 0002 0002 0002 0002 0002 0002 0002 0002 0004 0005 0002 0002 0002 0002 0002 0002
0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 000C 000D
0006 000E 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0006 000E 000B 0008 0009 000A 000F 0010
0006 0011 000A 000B 0008 0012 0013 0014 0015 0016 0013 0014 0015 0016 0013 0017 0008 0009 0018 0014 0015 0016 0013 0014 0019 0011 000A 000B 0008 0012 001A 001B
0006 0010 0009 000A 000B 001C 0002 0002 0002 0002 001D 001E 0001 0002 001F 0020 000B 0008 0021 0001 0002 0002 0002 0002 0022 0010 0009 000A 0023 0024 0025 000A
0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0026 0027 0028 0017 0008 0009 000A 0023 001A 0025 000A 000B 0008 0009 0029 002A 002B 0012 002C 0007 0008 0009
0006 000E 000B 0008 0009 000A 000B 0008 0009 000A 0006 0010 002D 0028 0017 0008 0012 0024 002E 002B 0009 0018 0017 000C 002F 001F 002E 0030 0022 000E 000B 0008
0006 0011 000A 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 002D 0020 000B 000F 0011 002D 001B 0008 002D 0028 0024 0031 0032 0024 001B 0006 0011 000A 000B
0006 0010 0009 000A 000B 000C 0033 000A 000B 0008 0006 0034 0017 0008 0009 000A 0006 0010 0012 0035 000B 0008 002D 0020 0023 0024 0025 000A 0006 0010 0009 000A
0006 0007 0008 0009 000A 000F 0010 0009 000A 000B 0036 0037 0020 000B 000C 0016 0019 002A 0024 0025 000A 000B 0008 0012 0024 001B 0008 0009 0006 0007 0008 0009
0006 000E 000B 0008 0009 0006 0007 0008 0012 0013 0019 0010 0009 0018 0030 0002 0003 001F 001B 0008 0009 000A 0023 002C 0011 000A 000B 0008 0006 000E 000B 0008
0006 0011 000A 000B 0008 0006 000E 000B 001C 0002 0022 0007 0008 002D 0028 0014 0015 0033 000A 000B 0008 0012 0030 0022 0010 0009 000A 000B 0006 0011 000A 000B
0006 0010 0009 000A 000B 0006 0011 000A 000B 0008 0006 000E 000B 0008 001C 0002 001F 0031 0009 000A 0023 0024 0025 0006 0007 0032 0009 000A 0006 0010 0009 000A
0006 0007 0008 0009 000A 0006 0010 0009 000A 000B 0006 0011 000A 000B 0008 0009 000A 000B 0008 0012 0024 001B 0008 0006 000E 000B 0008 0009 0006 0007 0008 0009
0006 000E 000B 0008 0009 0006 0007 0008 0009 000A 0006 0010 0009 0018 0017 0008 0009 000A 0023 0024 0025 000A 000B 0006 0011 000A 000B 0008 0006 000E 000B 0008
0006 0011 000A 000B 0008 0006 0034 0014 002B 0009 0006 0007 0008 000F 000E 000B 0008 0012 0024 002E 002B 0009 000A 0006 0010 0009 000A 000B 0006 0011 000A 000B
0006 0010 0009 000A 000B 0036 0001 001F 001B 0008 0006 000E 000B 0006 0011 000A 0023 0024 0038 0024 001B 0008 0009 0006 0007 0008 0009 000A 0006 0010 0009 000A
0006 0007 0008 0009 000A 0006 0010 0009 000A 000B 0006 0011 000A 0006 0010 0012 0024 001B 002D 0025 000A 000B 0008 0006 000E 000B 0008 0009 0006 0007 0008 0009
0006 000E 000B 0008 0009 0006 0007 0008 0009 000A 0039 0031 0009 0006 002A 0024 0025 000A 000B 0008 0009 000A 000B 0006 0011 000A 000B 0008 0006 000E 000B 0008
0006 0011 000A 000B 0008 0006 000E 000B 0008 0009 000A 000B 0008 0036 0037 001B 0008 0009 000A 000B 0008 0009 000A 0006 0010 0009 000A 000B 0006 0011 000A 000B
0006 0010 0009 000A 000B 0006 003A 0013 0017 0008 0009 000A 0023 001A 0025 000A 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 0006 0010 0009 000A
0006 0007 0008 0009 000A 0036 0001 001F 0020 000B 0008 0012 0024 001B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0006 000E 000B 0008 0009 0006 0007 0008 0009
0006 000E 000B 0008 0009 0006 0007 0008 0009 000A 0023 0024 0025 000A 000B 0008 0009 0018 0017 0008 0009 000A 000B 0039 0025 000A 000B 0008 0006 000E 000B 0008
0006 0011 000A 000B 0008 0006 000E 000B 0008 0012 0024 001B 0008 0009 000A 000B 0008 002D 0028 0017 0008 0009 000A 000B 0008 0012 0035 000B 0006 0011 000A 000B
