ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-048-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 57

0000 0001 0002 0002 0002 0002 0003 0002 0004 0001 0003 0002 0005 0006 0001 0002 0002 0003 0002 0002 0002 0004 0001 0002 0003 0004 0001 0002 0002 0002 0002 0002
0007 0008 0009 000A 000B 000C 000D 000E 000F 0010 000D 000E 0011 0012 0013 0014 0015 000C 000D 0016 0017 000F 0013 0014 0017 000F 0013 0014 0017 0018 000D 000E
0007 0019 0018 0009 001A 001B 001C 001D 0014 0017 001C 001E 000E 000B 000C 001F 0020 001B 0021 0022 0023 000B 000C 001A 0024 000B 000C 001C 0023 0025 001C 001D
0007 0023 000B 000C 000D 000E 000F 0010 001A 0024 0026 0027 0013 001A 001B 000F 0013 0014 0017 000F 0013 001C 0019 0028 0029 001A 001B 000F 0013 000A 000F 0010
002A 001D 001A 001B 001A 002B 000E 000B 002C 002D 000E 000B 000C 000D 000E 000B 000C 001C 0023 0025 0018 000F 0024 001A 0010 0009 0014 0017 0028 002D 000E 000B
002E 0008 000D 0016 0017 001A 0013 0021 0002 0027 0013 001A 001B 001A 0013 001A 001B 000F 0013 000A 0025 0028 0029 0014 0017 0028 002F 0024 0021 0027 0013 0021
0007 0019 0021 0027 0024 000B 000C 000D 000E 000B 000C 000D 000E 000B 000C 000D 000E 000B 000C 0009 000A 001A 0010 001C 0023 001A 0010 0009 0014 0017 0028 0029
0007 0030 0017 0028 0029 001C 0019 001A 0013 001A 001B 001A 0013 001A 001B 001A 0013 001A 001B 0028 0029 0014 0017 000F 0013 0014 0015 000C 001A 0024 001A 0010
0031 0020 0024 001A 0010 0007 0023 000B 000C 0009 000A 0025 0018 000D 000E 000B 000C 000D 000E 001A 0010 001A 0024 000B 000C 0021 0027 001B 0018 0009 000A 0025
0007 0008 000D 0016 0017 000F 0013 001A 001B 0018 0009 000A 0025 001A 0013 001A 001B 001A 0013 0014 0017 0028 0029 001C 0019 0028 0029 0014 0017 0018 000D 000E
0007 0019 0021 0027 0024 000B 000C 000D 000E 0025 0018 0009 000A 000B 000C 000D 000E 000B 000C 001A 0024 001A 0010 000F 0024 001A 0010 001A 0024 0025 001A 0013
0007 0030 0017 0028 0029 001C 0019 001A 0013 000A 0025 0018 0009 001A 001B 001A 0013 001A 001B 0028 0029 0014 0017 0028 0029 0014 0017 0028 0029 000A 000B 000C
0031 0020 0024 001A 0010 0007 0023 000B 000C 000D 000E 000B 000C 000D 000E 000B 000C 000D 000E 001A 0010 001A 0024 001C 0008 001A 0024 001A 0010 0009 001A 001B
0007 0008 000D 0016 0017 000F 0013 001A 001B 001A 0013 001A 001B 001A 0013 001A 001B 001A 0013 0014 0017 0028 0029 000F 001B 0028 002D 000E 0025 0018 000D 000E
0007 0019 0021 0027 0024 000B 000C 000D 000E 0025 0018 0009 000A 000B 000C 000D 000E 000B 000C 001A 0024 001A 0010 000D 000E 0021 0027 0013 000A 0025 001A 0013
0007 0030 0017 0028 0029 001A 001B 001C 001D 000A 0025 0018 0009 001A 001B 001A 0013 001C 0019 0028 0029 000A 0025 001C 001D 0014 0017 0018 0009 000A 0025 0018
0031 0020 0024 001A 0010 000D 000E 000F 0010 0009 000A 000B 000C 000D 000E 0025 0018 000F 0024 001A 0010 000D 000E 000F 0010 001C 0023 0025 0018 0009 000A 0025
0007 0008 000D 000E 000B 0032 001D 0014 0017 0018 0009 001A 001B 001A 0013 000A 0025 0028 0029 0014 0017 001A 0013 0014 0017 000F 0013 000A 0025 0028 002D 000E
0007 0019 001A 0013 0021 0033 0010 001A 0034 0017 0028 0029 0014 0017 0018 000D 000E 001C 0008 001A 0024 000B 000C 001A 0024 0025 0018 0009 000A 0021 0027 0013
002A 0023 000B 000C 0009 000A 000B 000C 001A 0024 001C 0008 001C 0030 0017 001C 001D 000F 001B 0018 0009 001A 001B 0018 0009 000A 000B 000C 0009 0014 0017 0028
002E 001D 001A 001B 0018 0009 001C 0019 0028 0029 000F 001B 0026 0022 0023 000F 0010 000D 000E 0025 0028 0029 000A 0025 0028 0029 001A 001B 0028 0032 0023 0021
0007 0035 0029 0014 0015 000C 000F 0024 001C 0008 0009 0014 0017 000F 0013 0014 0017 001A 0013 000A 001A 0010 0009 000A 001A 0010 000D 000E 0021 002E 001E 000E
0031 0020 0010 0021 0027 001B 0028 0029 0007 0019 0018 001A 0024 000B 000C 001A 0024 000B 000C 000D 000E 0025 0018 0009 000A 0025 001A 002B 000E 0026 0027 0013
0007 0023 000B 000C 000D 000E 001C 0008 000F 0024 000B 002C 0029 001A 001B 0018 0009 001A 001B 001A 0013 000A 0025 0018 0009 000A 0025 001C 001D 0014 0015 000C
0007 001D 001A 001B 001A 0013 000F 001B 0028 0029 001F 0020 0010 000D 000E 000B 000C 0009 000A 0025 0018 0009 000A 000B 000C 000D 000E 000F 0010 0021 0027 001B
002A 0008 0009 000A 000B 002C 0029 0014 002F 0010 000F 0034 0017 001A 0013 001A 001B 0018 0009 000A 0025 0018 0009 001A 001B 001A 0013 0014 0017 0028 0029 0014
002E 0019 0018 0009 0021 0027 0010 001A 0024 0025 0028 002F 0024 0025 0018 0009 0014 0017 0028 0029 000A 0025 0028 002D 000E 000B 000C 001C 0023 001A 0010 0021
0007 0030 0015 002C 0029 0014 0015 000C 0009 000A 001A 0036 0029 000A 0025 0018 001A 0024 001A 0010 000D 000E 0021 0027 0013 001A 001B 000F 0013 000A 0025 0018
0031 0001 0002 0027 0010 0021 0022 0019 0018 000D 000E 001A 0010 000D 000E 000B 000C 000D 0016 0017 001A 0013 000A 0025 0028 0029 0014 0017 0018 0009 000A 0025
0007 0008 0009 000A 000B 000C 000F 0024 000B 002F 0013 0014 0017 001C 001D 001A 001B 0021 0027 0034 0017 0028 002D 000E 001A 0010 001C 0023 0025 0018 0009 000A
0007 0019 0018 0009 001A 001B 0028 0029 001A 001B 0028 002F 0024 000F 0010 0009 000A 000B 000C 001A 0024 0021 0027 0013 0014 0017 000F 0013 000A 0025 0018 0009
002A 0030 0015 002C 002D 0016 0032 0035 002D 0016 0032 0035 002D 0016 0015 002C 002D 0032 0037 002C 002D 0016 0015 002C 0032 0030 0015 002C 002D 0016 0015 0038
