ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-036-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 59

0000 0001 0002 0003 0003 0003 0004 0001 0003 0003 0003 0003 0003 0002 0004 0001 0003 0002 0004 0001 0002 0003 0003 0003 0003 0004 0001 0003 0003 0003 0003 0003
0005 0006 0007 0008 0009 000A 000B 000C 000D 000A 0007 000E 000D 000A 0005 000F 000D 000A 0005 000F 000D 000A 0007 000E 000D 0005 0010 000E 0011 0012 0007 000E
0005 0013 000A 0014 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 0005 0010 000E 000D 0005 0010 000E 000D 000A 0007 000E 000B 0015 0007 0014 0016 0017 0018
0005 000F 000D 000B 0019 000E 0011 0012 0007 000E 000D 000A 0007 000E 0005 001A 001B 001C 0005 0006 0007 000E 000D 000A 0007 000E 000D 000A 001D 0003 001E 0015
0005 001F 0020 0009 000A 0021 0022 0023 000A 0007 000E 000D 000A 0007 0005 0013 000A 0007 0005 0013 000A 0007 000E 000D 000A 0021 0024 000D 000A 0007 000E 000D
0025 0001 001E 000C 000D 0026 0019 000E 000D 000A 0007 000E 000D 000A 0027 000F 000D 000A 0005 000F 000D 000A 0007 000E 000D 0026 0028 0024 000D 0029 002A 0024
0005 0013 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 0005 0010 000E 000D 0027 0010 000E 000D 000A 0007 000E 000D 0026 0019 000E 002B 001E 0019
0005 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 0005 0006 0007 000E 0005 0006 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A
0005 0010 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 0005 0013 000A 0007 0005 0013 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D
0005 0006 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0005 000F 000D 000A 0005 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E
0005 0013 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 0027 0010 000E 000D 0005 0010 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007
0005 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 0005 0006 0007 000E 0027 0006 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A
0005 0010 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 0005 0013 000A 0007 0005 0013 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D
0005 0006 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0005 000F 000D 000A 0005 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E
002C 0016 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 002E 0010 000E 000D 0005 001F 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A
0000 0001 0003 0003 0003 0003 0003 002F 002F 0003 0003 0003 0003 0003 0030 0015 0007 000E 001D 0003 0003 002F 0003 0003 0003 0003 002F 002F 0003 0003 0003 0003
0005 0010 000E 000D 000A 001B 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 0031 0007 000E 000D
002C 0032 002A 0020 002D 0033 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 0034 0017 002A 0020
0000 0001 0003 0003 0003 0003 002F 002F 0003 0003 0003 0003 0003 002F 0003 0003 0003 0003 0003 0003 002F 0003 0003 0003 0003 0003 002F 002F 0003 0003 0003 0003
0005 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A
0005 0010 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D
0005 0006 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E
0005 0013 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007
0005 0035 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 002D 0017 002A 0020 0009 000A
0025 0001 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0004 0001 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0036 000F 000D
0005 0006 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 0037 0005 0010 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 000D 0005 0010 000E
0005 0013 000A 0007 000E 000D 000A 0007 000E 000D 000A 0007 000E 0005 0006 0007 000E 0011 0017 002A 0020 0037 0017 002A 0020 002D 0017 002A 0020 002C 0006 0007
0005 000F 0011 0017 002A 0020 002D 0017 002A 0024 0011 0017 002A 002C 0013 000A 0007 0038 0001 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0039 0013 000A
0005 0010 0038 0001 0003 0003 0003 0003 001E 0037 002B 0003 0003 0039 000F 000D 000A 0005 000F 000D 0029 0037 0020 002D 0017 002A 0020 002D 0017 002C 000F 000D
0005 0006 0005 000F 000D 000A 0007 000E 000D 000A 0007 000E 000D 0005 0037 000E 000D 0005 0010 000E 0038 0001 0003 0003 0003 0003 0003 0003 0003 0030 0019 000E
