ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-052-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 26

0000 0000 0000 0001 0002 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0002 0000 0000
0003 0004 0005 0006 0007 0008 0009 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 000B 000C 0006 000D 0005 000A
000A 0003 0004 000B 000C 000E 000D 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 000E 000F 0010 0011 0004 0005
0005 000A 0003 000E 000F 0010 0011 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0012 0013 000E 0014 0003 0004
0004 0005 000A 0012 0013 000E 0014 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000E 0007 0008 0009 000A 0003
0003 0004 0005 000E 0007 0008 0009 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 000B 000C 000E 000D 0005 000A
000A 0003 0004 000B 000C 000E 000D 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 000E 000F 0010 0011 0004 0005
0005 000A 0003 000E 000F 0010 0011 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0012 0013 000E 0014 0003 0004
0004 0005 000A 0012 0013 000E 0014 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000E 0007 0008 0009 000A 0003
0003 0004 0005 000E 0007 0008 0009 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 000B 000C 000E 000D 0005 000A
000A 0003 0004 0005 000A 000E 000D 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 000E 000F 000A 0003 0004 0005
0009 0010 0011 0008 0009 0010 0011 0008 0009 0010 0011 0008 0009 0010 0011 0008 0009 0010 0011 0008 0009 0010 0011 0008 0009 0010 0011 0008 0009 0010 0011 0008
000D 000E 0014 000E 000D 000E 0014 000E 000D 000E 0014 000E 000D 000E 0014 000E 000D 000E 0014 000E 000D 000E 0014 000E 000D 000E 0014 000E 000D 000E 0014 000E
0012 0013 000B 000C 0012 0013 000B 000C 0012 0013 000B 000C 0012 0013 000B 000C 0012 0013 000B 000C 0012 0013 000B 000C 0012 0013 000B 000C 0012 0013 000B 000C
000E 0007 000E 000F 000E 0007 000E 000F 000E 0007 000E 000F 000E 0007 000E 000F 000E 0007 000E 000F 000E 0007 000E 000F 000E 0007 000E 000F 000E 0007 000E 000F
0005 000A 0003 0004 000B 000C 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0008 0009 000A 0003 0004
0004 0005 000A 0003 000E 000F 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 000E 000D 0005 000A 0003
0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A
000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005
0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004
0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003
0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A
000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005
0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004
0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003
0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A
000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005
0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004
0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003
0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A
000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005 000A 0003 0004 0005
0015 0016 0017 0018 0015 0016 0017 0018 0015 0016 0017 0018 0015 0016 0017 0018 0015 0016 0017 0018 0015 0016 0017 0018 0015 0016 0017 0018 0015 0019 0017 0018
