ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-086-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 56

0000 0001 0002 0003 0004 0005 0002 0003 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0002 0004 0006 0002 0002 0002 0002 0002 0003 0002 0002 0002 0002
0007 0008 0009 000A 000B 000C 000D 000A 000E 000F 0009 0010 0011 000F 0009 000A 000E 000F 0009 000A 0007 0008 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A
0007 0012 000F 0009 000A 0013 000C 000D 000A 000E 000F 0013 0014 0011 000F 0009 000A 000E 000F 0009 0007 0012 000F 0009 000A 000E 000F 0009 0010 0011 000F 0009
0007 0015 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0013 0014 0011 000F 0009 000A 000E 000F 0007 0015 000E 000F 0009 000A 000E 0016 0017 0018 000E 000F
0007 0019 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0013 0014 0011 000F 0009 000A 000E 0007 0019 000A 000E 000F 0009 0010 0017 001A 0009 000A 000E
0007 0008 0009 0010 0011 000F 0009 000A 0013 000C 000D 000A 000E 000F 0013 0014 0011 000F 0009 000A 0007 0008 0009 000A 000E 0016 0017 0018 000E 000F 0009 000A
001B 0012 000F 0013 0014 0011 000F 0009 000A 0013 000C 000D 000A 000E 0016 0017 0014 0011 000F 0009 000B 001C 000F 0009 0010 0017 001A 0009 000A 000E 000F 001D
001E 0015 000E 000F 0013 0014 0011 000F 0009 000A 0013 001A 0009 0010 0017 001A 0013 0014 0011 000F 0009 000A 000E 0016 0017 0018 000E 000F 0009 000A 001F 0020
0007 0019 000A 000E 000F 0013 0014 0011 000F 0009 000A 000E 0016 0017 0018 000E 000F 0013 0014 0011 000F 0009 0010 0017 001A 0009 000A 000E 000F 001D 0017 001C
0007 0021 000D 000A 000E 000F 0013 0014 0011 000F 0009 0010 0017 001A 0009 000A 000E 000F 0013 0014 0011 0016 0017 0018 000E 000F 0009 000A 001F 0017 0022 000A
0023 0024 000C 000D 000A 000E 000F 0013 0014 0011 0016 0017 0018 000E 000F 0009 000A 000E 000F 0013 0014 0017 001A 0009 000A 000E 000F 001D 0017 001C 000F 0009
0007 0015 0013 000C 000D 000A 000E 000F 0013 0014 0017 001A 0009 000A 000E 000F 0009 000A 000E 000F 0025 0015 000E 0016 000D 000A 000E 0013 0022 000A 000E 000F
0007 0019 000A 0013 001A 0009 000A 000E 0016 0017 0018 000E 000F 0009 000A 000E 000F 0009 000A 000E 0007 0019 0010 0017 001A 0009 000A 000E 000F 0009 000A 000E
0007 0008 0009 000A 001F 0026 0027 0028 0017 001A 0009 000A 000E 000F 0009 000A 001F 0026 0027 0028 001B 0021 0029 002A 002B 0026 0027 002C 000E 000F 0009 000A
0007 0012 000F 0009 002D 0006 0002 002E 0014 0011 000F 0009 000A 000E 000F 0009 002F 0002 0002 0002 0003 0002 0003 0002 0002 0002 002E 0022 000A 000E 000F 0009
0007 0015 000E 000F 0007 0015 000E 000F 0013 0014 0011 000F 0009 000A 001F 0030 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F
0007 0019 000A 000E 0007 0019 000A 000E 000F 0013 0014 0011 000F 0009 0025 0012 000F 001D 002C 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E
0007 0008 0009 000A 000B 000C 000D 000A 000E 000F 0013 0014 0011 000F 0007 0015 001F 0017 0031 002C 000E 0016 000D 000A 000E 000F 0009 000A 000E 000F 0009 000A
0007 0012 000F 0009 000A 0013 000C 000D 000A 000E 000F 0013 0014 0011 0007 0019 0013 0032 0017 0022 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 000F 0009
0007 0015 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0013 0014 001B 0008 0009 0013 001C 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 000F
0007 0019 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 002F 001E 0012 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E
0007 0008 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0007 0015 000E 000F 001D 002C 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A
0007 0012 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000B 0022 000A 000E 0013 0031 002C 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009
0007 0015 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F
0007 0019 000A 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A 0013 000C 000D 000A 000E
0007 0008 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A 0013 000C 000D 000A
0007 0012 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A 0013 000C 000D
001B 0015 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A 0013 000C
001E 0019 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A 002F
0007 0008 001D 002C 000E 000F 001D 002C 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009 000A
0007 0033 0017 0031 002C 001F 0017 0031 002C 000E 000F 0009 000A 000E 000F 0009 000A 0013 000C 000D 000A 000E 000F 0009 000A 000E 0013 0031 002C 000E 000F 0009
0034 0035 0033 0029 0036 0029 0033 0029 0037 0028 002B 0026 0027 0028 002B 0026 0027 0028 0029 0021 0027 0028 002B 0026 0027 0028 002B 0029 0037 0028 002B 0026
