ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-094-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 63

0000 0001 0002 0002 0002 0002 0003 0002 0004 0001 0002 0002 0002 0002 0004 0001 0003 0002 0005 0006 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0007 0008 0009 000A 000B 000C 0009 000A 000D 000E 0009 000F 0010 000C 0011 0012 000B 000C 0013 0014 0015 0016 0017 0018 0019 0016 0017 0018 0010 000C 0009 000F
0007 001A 0016 001B 001C 000B 001D 001E 001F 0010 000C 0017 0018 0010 000C 001B 001C 000B 000C 0009 001B 0015 001E 0020 0021 0015 001E 0020 0018 0010 000C 0009
0022 0023 0024 000C 001B 001C 001E 000E 0009 000F 0019 001E 0025 000F 0010 000C 001B 001C 000B 000C 0009 001B 0024 001B 0025 001B 0024 001B 0020 0018 0010 000C
0007 0026 0027 000B 000C 0028 0029 0010 000C 0017 001E 0024 000C 0009 000F 0010 000C 001B 001C 002A 002B 002C 0027 002A 0016 0009 000F 0010 001B 0020 0018 0010
0022 0001 002D 001F 0010 0007 002E 000F 0010 001B 0020 0018 0010 000C 0009 000F 0010 000C 002F 0002 0002 0002 0002 002D 0015 0016 0009 000F 0010 001B 0020 0018
0030 001A 002B 0031 000A 0030 0032 0033 0027 000B 001B 0020 0018 0010 000C 0009 000F 0010 000C 0009 000F 0010 000C 0009 001B 0015 0016 0009 000F 0010 001B 0020
0000 0001 002D 000E 002F 0000 0001 0002 0034 0029 0010 001B 0020 0027 002A 002B 0033 0027 002A 002B 0033 0018 0010 000C 0009 001B 0015 0016 0009 000F 0010 002F
0007 002E 000F 0010 000C 0007 0029 0010 0007 002E 000F 0010 002F 0002 0002 0002 0002 0002 0002 0002 0034 002E 000F 0010 000C 0009 0028 0035 000C 0009 000F 0010
0007 0008 0009 000F 0010 0011 0025 000F 0007 0008 0009 000F 0010 000C 0009 000F 0010 000C 0009 000F 0007 0008 0009 000F 0010 000C 0007 0029 0010 000C 0009 000F
0007 0035 000C 0009 000F 0019 0016 0009 0007 0035 000C 0009 000F 0010 000C 0009 000F 0010 000C 0009 0007 0035 000C 0009 000F 0010 0011 0020 0018 0010 000C 0009
0007 0029 0010 000C 0009 0028 0035 000C 0007 0029 0010 000C 0009 000F 0010 000C 0009 000F 0010 000C 0007 0029 0010 000C 0009 000F 0010 001B 0020 0018 0010 000C
0007 0036 0027 002A 002B 000D 001C 002A 0030 0026 0027 002A 002B 0033 0027 000B 000C 0009 000F 0010 0007 002E 000F 0010 000C 0009 000F 0010 0028 002E 000F 0010
0022 0001 0002 0002 002D 000E 002F 0002 0003 0002 0002 0002 0002 0002 0034 0029 0010 000C 0009 000F 0007 0032 0033 0027 000B 000C 0009 000F 0011 000E 0009 000F
0007 0036 000C 0009 000A 000B 000C 0009 000F 0010 000C 0017 0018 0010 0007 002E 000F 0010 000C 0009 0037 0002 0002 002D 001C 000B 000C 0009 000F 0010 000C 0009
0007 0029 0010 001D 0038 0039 002A 0016 0009 000F 0019 001E 0020 0027 000D 000E 0009 000F 0010 000C 0009 000F 0010 000C 001B 001C 000B 000C 0009 000F 0010 000C
