ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-035-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 46

0000 0000 0001 0002 0001 0002 0000 0000 0000 0003 0004 0000 0000 0000 0003 0002 0005 0000 0000 0000 0003 0002 0001 0002 0000 0000 0003 0002 0005 0000 0001 0002
0006 0007 0008 0009 000A 000B 000C 000D 000E 000F 0010 0011 0006 0012 000A 0013 0014 0015 0016 000D 0008 0017 000F 0018 0014 0007 000A 0009 0006 0017 0019 0009
0009 001A 001B 001C 0013 001D 000B 001E 001F 0005 001F 0020 0009 001A 000B 000C 0021 0014 0007 001A 0009 001E 0022 0023 0021 001D 000B 001A 0013 0014 0015 001D
001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0013 001C 000B 000C 000D 001A 001B 001C 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007
001B 001C 0009 0006 0007 001A 0013 001C 000B 000C 000D 001A 001B 0016 0021 001D 000B 001A 0013 0014 0015 001D 0009 0006 0007 0024 0013 001C 000B 000C 000D 001A
0014 0015 001C 0009 001A 001B 0016 0021 001C 000B 0024 0013 0014 0015 0016 000D 001A 000B 000C 0021 0014 0015 001C 0009 001A 001B 0016 0021 001C 000B 001A 0013
0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0013 001C 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C
000C 000D 001A 001B 001D 0009 0006 0007 001A 0013 001C 000B 000C 000D 001A 001B 0016 0021 001C 000B 000C 000D 001A 001B 001C 0009 0006 0007 001A 0013 001D 000B
000B 001A 0013 0014 0015 001C 0009 0024 001B 0016 0021 001C 000B 0024 0013 0014 0015 0016 0021 001D 000B 001A 0013 0014 0015 001D 0009 001A 001B 0016 0021 001C
001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D
0013 001C 000B 000C 000D 001A 001B 001C 0009 0006 0007 0024 0013 001C 000B 000C 0021 0014 0007 001A 0013 001D 000B 000C 000D 001A 001B 001C 0009 0006 0007 0024
0016 0021 001C 000B 0024 0013 0014 0015 001C 0009 001A 001B 0016 0021 001C 000B 000C 000D 001A 001B 0016 0021 001C 000B 001A 0013 0014 0015 001C 0009 001A 001B
0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 0021 001C 000B 001A 0013 0014 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006
0006 0007 0024 0013 001C 000B 000C 000D 0024 001B 001C 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0013 001C 000B 000C 000D 001A 001B 001D 0009
0009 001A 001B 0016 0021 001C 000B 001A 0013 0014 0015 001C 0009 0006 0007 001A 0013 001C 000B 000C 000D 001A 001B 0016 0021 001C 000B 0024 0013 0014 0015 001C
001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0015 001C 0009 0024 001B 0016 0021 001D 000B 001A 0013 0014 0015 0016 000D 001A 000B 000C 0021 0014 0007
001B 001C 0009 0006 0007 001A 0013 001C 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 0017 000C 0021 0014 0007 001A 0013 001C 000B 000C 000D 001A
0014 0015 001C 0009 0024 001B 0016 0021 001C 000B 000C 000D 001A 001B 001D 0009 0006 0007 001A 0013 001C 000B 000C 000D 001A 001B 0016 0021 001C 000B 001A 0013
0021 0014 0007 001A 0009 0006 0015 0016 0021 001D 000B 001A 0013 0014 0015 001C 0009 0024 001B 0016 0021 001C 000B 001A 0013 0014 0015 0016 000D 001A 000B 000C
000C 000D 0024 001B 001C 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 0024 0013 001C 000B
000B 001A 0013 0014 0015 001C 0009 0006 0007 001A 0013 001C 000B 000C 000D 001A 001B 001C 0009 0006 0007 0024 0013 001C 000B 000C 000D 001A 001B 0016 0021 001D
001A 000B 000C 0021 0014 0015 001C 0009 001A 001B 0016 0021 001D 000B 001A 0013 0014 0015 001C 0009 001A 001B 0016 0021 001D 000B 001A 0013 0014 0015 0016 000D
0013 001C 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A
0016 0021 001C 000B 000C 000D 001A 001B 001D 0009 0006 0007 001A 0013 001D 000B 000C 000D 001A 001B 001C 0009 0006 0007 001A 0013 001C 000B 000C 000D 001A 001B
0015 0016 0021 001D 000B 001A 0013 0014 0015 001C 0009 001A 001B 0016 0021 001C 000B 0024 0013 0014 0015 001C 0009 001A 001B 0016 0021 001D 000B 001A 0013 0014
0014 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021 0014 0007 001A 0009 0006 0015 0016 000D 001A 000B 000C 0021
0021 0014 0007 001A 0013 001C 000B 000C 000D 0024 001B 001C 0009 0006 0007 001A 0013 001D 000B 000C 000D 001A 001B 001C 0009 0006 0007 001A 0013 001C 000B 000C
000C 000D 001A 001B 0016 0021 001C 000B 001A 0013 0014 0015 001D 0009 001A 001B 0016 0021 001C 000B 001A 0013 0014 0015 001C 0009 001A 001B 0016 0021 001C 000B
