ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-016-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 55

0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0001 0002 0003 0004 0005 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0007 0008 0006
0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0004 000B 000C 0008
0008 0004 0005 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0007 000B 000D 0009 000C
000C 000B 000D 0001 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001 000E 0003 0006 0001 0002 0003 0006 0001 0002 0003 0004 000B 000F 0003 0006 0009
0009 000F 0003 0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0007 000B 000D 0001 0002 0003 0006
0006 0001 0002 0003 0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0004 0005 0002 0003 0006 0001 0002 0003 0004 000B 000F 0003 0006 0001 0002 0003
0003 0006 0001 0002 0003 0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0007 000B 000A 0005 0002 0003 0006 0001 0007 000B 000D 0001 0002 0003 0006 0001 0002
0010 0011 0012 0013 0010 0003 0006 0001 0002 0009 000A 0005 0002 0003 0004 000B 000F 0009 000A 0005 0002 0003 0004 000B 000F 0003 0006 0001 0002 0003 0004 0013
0014 0015 0016 0017 0018 0010 0003 0006 0001 0002 0009 000A 0005 0007 000B 000D 0001 0002 0009 000A 0005 0007 000B 000D 0001 0002 0003 0006 0001 0007 0019 0017
000D 0001 001A 001B 0017 0018 0010 0003 0006 0001 0002 0009 000A 000B 000F 0003 0006 0001 0002 0009 000A 000B 000F 0003 0006 0001 0002 0003 0004 0019 001C 001D
0008 0006 001E 001F 0020 0017 0018 0010 0003 0006 0001 0007 000B 000D 0001 0002 0003 0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0007 0019 0021 0022 0023
000F 0003 0015 0024 0025 0020 0017 0014 0002 0003 0004 000B 000F 0003 0006 0001 0002 0003 0006 0001 0002 0009 000A 0005 0002 0003 0006 0026 0021 0027 0028 0029
0001 0002 0003 0004 001F 002A 0022 002B 0001 0007 000B 000D 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0009 000A 0005 0002 0003 002C 002A 0022 002D 002E
002E 0001 0007 0019 0021 0027 001D 002F 0004 000B 000F 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0002 0009 000A 0005 0002 001A 0025 0020 0017 002D
002D 0012 0019 0021 0027 001D 0030 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0001 0007 000B 000D 0001 0002 001A 0025 0020 0017
0031 0031 0021 0027 001D 002F 0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0004 000B 000F 0003 0006 0001 0002 001A 0025 0020
002A 002A 0027 001D 0030 0002 0003 0006 0001 0002 0009 000A 0013 0010 0003 0006 0001 0002 0003 0006 001E 0032 000B 000D 0001 0002 0003 0006 0001 0002 001A 0025
0033 0033 0034 002F 0006 0001 0002 0003 0006 0001 0007 0035 0029 0030 0002 0003 0006 0001 0002 0003 0015 0029 000C 0008 0006 0001 0002 0003 0006 0001 0002 001A
0003 0006 0001 0002 0003 0006 0001 0002 0003 0006 0009 000C 0008 0006 0001 0002 0003 0006 0001 0002 0003 0004 000B 000F 0003 0006 0001 0002 0003 0006 0001 0002
0002 0003 0006 0001 0002 0003 0006 0001 0002 0003 0004 000B 000F 0003 0006 0001 0007 0008 0006 0001 0002 0009 000A 0005 0002 0003 0006 0001 0002 0003 0006 0001
0001 0002 0003 0006 0001 0002 0003 0006 0001 0007 000B 000A 0005 0002 0003 0004 000B 000C 0008 0006 0001 0007 000B 000A 0005 0002 0003 0006 0001 0002 0003 0006
