ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-113-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 38

0000 0001 0002 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003
0004 0005 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 0007
0011 0012 0013 0006 0007 0008 0009 000A 000B 0008 0009 000C 0007 0008 0009 000A 000B 0014 0015 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0016 0017
0011 0018 0008 0013 0006 0007 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0011 001B 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0013 0006 0007 0014 0019 0017 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0011 001C 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0013 0006 0019 001A 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
0011 0012 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0013 001D 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
0011 0018 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
001E 001B 000B 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0013 0006 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E
001F 001C 000A 000B 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0020 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003
0011 0012 0009 000A 000B 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
0011 0018 0008 0009 000A 000B 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0011 001B 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0011 001C 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0013 0006 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0021 000B
0011 0012 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0020 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0016 0022 000A
0011 0018 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0011 001B 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0011 001C 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0021 000B
0011 0012 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0014 0015 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0016 0022 000A
0011 0018 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0011 001B 000B 0008 0009 000A 000B 0008 0009 000A 000B 0014 0019 0017 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0011 001C 000A 000B 0008 0009 000A 000B 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
001E 0012 0009 000A 000B 0008 0009 000A 000B 0014 0019 0017 000B 0008 0009 000A 000B 0014 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010
001F 0018 0008 0009 000A 000B 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000C 0015 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003
0011 001B 000B 0008 0009 000A 000B 0014 0019 0017 000B 0008 0009 000A 000B 0014 0019 0017 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0011 001C 000A 000B 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
0011 0012 0009 000A 000B 0014 0019 0017 000B 0008 0009 000A 000B 0014 0019 001D 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
0011 0018 0008 0009 000C 0019 001A 0009 000A 000B 0008 0009 000C 0019 001A 0013 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0011 001B 000B 0014 0019 0017 000B 0008 0009 000A 000B 0014 0019 0017 000B 0008 0013 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0011 001C 000C 0019 001A 0009 000A 000B 0008 0009 000A 0013 001A 0009 000A 000B 0008 0013 0006 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 0007
0011 0023 0019 0017 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0020 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0016 0017
0024 0025 0023 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F
