ATARI GAUNTLET MOTION OBJECT 16X16 TILEMAP
SOURCE: level-005.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
ATLAS_TILES: 480
UNIQUE_PIXEL_TILES: 80
CONNECTED_OBJECT_GROUPS: 18

0020 0021 0022 0023 0024 0000 0000 0000 0000 0000 0000 0000 0000 0000 0025 0026 0027 0028 0029 0000 0000 0000 0000 0000 0000 0000 0000 0000 002A 002B 002C 002D
0040 0041 0042 0043 0044 0000 0000 0000 0000 0000 0000 0000 0000 0000 0045 0046 0047 0048 0049 0000 0000 0000 0000 0000 0000 0000 0000 0000 004A 004B 004C 004D
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0065 0066 0067 0068 0069 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 002E 002F 0030 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0031 0032 0033 0000 0000
0000 0000 0000 004E 004F 0050 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0034 0035 0036 0000 0000 0000 0000 0000 0000 0000 0000 0051 0052 0053 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0054 0055 0056 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0037 0038 0039 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 003B 003C 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0057 0058 0059 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 005A 005B 005C 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 007B 007C 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 009B 009C 009D 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 00A0 00A1 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 00C0 00C1 00C2 0000 0000 0000 0000 0000 0000 0000 0000 0000 00A3 00A4 00A5 0000 0000 0000 0000 0000 0000 00A6 00A7 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00C3 00C4 00C5 0000 0000 0000 0000 0000 0000 00C6 00C7 00C8 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
00A9 00AA 00AB 00AC 00AD 00AE 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00B0 00B1 0000 00B3 00B4 00B5 00B6
00C9 00CA 00CB 00CC 00CD 00CE 00CF 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00D0 00D1 00D2 00D3 00D4 00D5 00D6
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 00B7 00B8 00B9 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00BA 00BB 00BC 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 00D7 00D8 00D9 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00DA 00DB 00DC 0000 0000 0000 0000 0000 0000 0000
