ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-006-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 47

0000 0001 0002 0002 0002 0002 0002 0002 0003 0004 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0005 0003 0001 0002 0002 0002 0002 0002 0002 0002
0006 0007 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 000D 000E 0009
0006 000C 000B 0008 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 0010 0011 0008
0006 000F 000A 000B 0008 0012 0013 000B 0006 000F 000A 000B 0008 0012 0013 000B 0008 0009 000A 000D 000E 0009 000A 0006 0014 0009 000A 000B 0008 0009 000A 000B
0006 0014 0009 000A 000B 0010 0015 000A 0006 0014 0009 000A 000B 0016 000F 000A 000B 0008 0009 0016 0007 0008 0009 0006 0007 0008 0009 000A 000B 0008 0009 000A
0006 0007 0008 0012 0013 000B 0008 0009 0006 0007 0008 0009 000A 0006 0014 0009 000A 000B 0008 0006 000C 000B 0008 0017 0018 000B 0008 0009 000A 000B 0008 0009
0006 000C 000B 0010 0015 000A 000B 0008 0017 0018 000B 0008 0009 0006 0007 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0019 000F 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0009 001A 001B 001C 001D 001E 001B
001F 0020 001D 001E 001B 001C 0021 000A 000B 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0008 0022 0002 0002 0002 0002 0002
0023 0001 0002 0002 0002 0024 0025 0009 000A 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0006 000C 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0006 000F 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
0006 0014 0009 000A 000D 001C 001D 001E 001B 001C 001D 001E 001B 0019 000F 000A 000B 0008 0009 0006 0026 001C 001D 001E 001B 001C 001D 001E 001B 000E 0009 000A
0006 0007 0008 0009 0022 0002 0002 0002 0002 0002 0002 0002 0002 0027 0025 0009 000A 000B 0008 0028 0002 0002 0002 0002 0002 0002 0002 0002 0024 0011 0008 0009
0006 000C 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
0006 000F 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
0006 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
0006 000C 000B 0008 0012 001E 001B 001C 001D 001E 001B 001C 001D 001E 0029 0008 0009 000A 000B 002A 001D 001E 001B 001C 001D 001E 001B 001C 001D 0013 000B 0008
0006 000F 000A 000B 0022 0002 0002 0002 0002 0002 0002 0002 0002 002B 000C 000B 0008 0009 000A 002C 0001 0002 0002 0002 0002 0002 0002 0002 0024 0015 000A 000B
0006 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
0019 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 000B 0008 0012 001E 001B 001C 001D
001F 002D 001B 001C 001D 001E 001B 000E 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 000A 000B 0022 0002 0002 0002 0002
0023 0001 0002 0002 0002 0002 0024 0011 0008 0009 000A 000B 0008 0006 000C 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
0006 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 0006 0007 0008 0012 001E 001B 001C 001D 001E 001B 000E 0009 000A
0006 0007 0008 0009 001A 0029 0008 0009 000A 000D 000E 0009 000A 0006 0014 0009 000A 000B 0008 0006 000C 000B 002C 0001 0002 0002 0002 0002 0024 0011 0008 0009
0006 000C 000B 0008 0010 0018 000B 0008 0009 0016 0007 0008 0009 0006 0007 0008 0009 000A 000B 0006 000F 000A 0006 0014 0009 000A 000B 0008 0009 000A 000B 0008
0019 000F 000A 000B 0008 0009 001A 0029 0008 0006 000C 000B 0008 0006 000C 000B 0008 0009 000A 0006 0014 0009 0006 0007 0008 0009 001A 001B 001C 001D 001E 001B
001F 0014 0009 000A 000B 0008 0010 0018 000B 0006 000F 000A 000B 0017 0015 000A 000B 0008 0009 0017 0011 0008 0006 000C 000B 0008 0022 0002 0002 0002 0002 0002
0006 0007 0008 0009 000A 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0006 000F 000A 000B 0008 0009 000A 000B 0008 0009
0006 000C 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 0006 0014 0009 000A 000B 0008 0009 000A 000B 0008
0019 002E 001E 001B 001C 001D 001E 001B 001C 0019 002D 001B 001C 001D 001E 001B 001C 001D 001E 001B 001C 001D 0019 0026 001C 001D 001E 001B 001C 001D 001E 001B
