ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-098-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 43

0000 0000 0001 0002 0001 0002 0000 0000 0000 0003 0004 0000 0000 0000 0003 0002 0005 0000 0000 0000 0003 0002 0005 0000 0000 0000 0003 0002 0005 0000 0001 0002
0006 0007 0008 0009 000A 000B 000C 000D 000E 000A 000F 0010 0006 0007 0011 0012 0013 0014 0015 000D 0008 0016 0015 0017 0013 0007 000A 0009 0006 0014 0018 000F
0009 0019 0016 001A 001B 001C 000B 001D 001E 001F 0020 001E 0009 001D 0021 0022 0017 0013 0007 0019 0009 0006 0014 0015 0017 001C 0023 0019 001B 0013 0014 001A
0024 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 001B 0018 000B 000C 000D 0019 0016 001A 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007
0016 001A 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016 0015 0017 001C 000B 0024 001B 0013 0014 001A 0009 0006 0007 0024 001B 001A 000B 000C 000D 0019
0013 0014 001A 0009 0019 0016 0015 0017 001A 000F 0019 001B 0013 0014 0015 000D 0019 000B 000C 0017 0013 0014 001A 0009 0019 0016 0015 0017 001A 000B 0019 001B
0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 001B 001A 000B 000C 0017 0013 0007 0019 000F 0006 0014 0015 000D 0019 000B 000C
000C 000D 0019 0016 001C 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016 0015 0017 001A 000B 000C 000D 0024 0016 001A 0009 0006 0007 0019 001B 001C 000B
000B 0024 001B 0013 0014 001A 0009 0024 0016 0015 0017 001A 000B 0019 001B 0013 0014 0015 0017 001A 000B 0019 001B 0013 0014 001A 0009 0019 0016 0015 0017 001A
0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D
001B 001A 000B 000C 000D 0019 0016 001A 0009 0006 0007 0024 001B 001A 000B 000C 0017 0013 0007 0019 001B 001C 000B 000C 000D 0019 0016 001A 0009 0006 0007 0024
0015 0017 001A 000B 0024 001B 0013 0014 001A 0009 0019 0016 0015 0017 001A 000B 000C 000D 0019 0016 0015 0017 001A 000B 0019 001B 0013 0014 001C 0009 0019 0016
0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 0017 001A 000B 0019 001B 0013 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006
0006 0007 0024 001B 001A 000B 000C 000D 0024 0016 001A 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 001B 001A 000B 000C 000D 0019 0016 001A 0009
0009 0019 0016 0015 0017 001A 000B 0019 001B 0013 0014 001A 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016 0015 0017 001A 000B 0019 001B 0013 0014 001A
0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0014 001A 0009 0024 0016 0015 0017 001C 000B 0019 001B 0013 0014 0015 000D 0019 000B 000C 0017 0013 0007
0016 001A 0009 0006 0007 0019 001B 001A 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000F 000C 0017 0013 0007 0019 001B 001C 000B 000C 000D 0024
0013 0014 001A 0009 0024 0016 0015 0017 001A 000B 000C 000D 0019 0016 001C 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016 0015 0017 001A 000B 0019 001B
0017 0013 0007 0019 0009 0006 0014 0015 0017 001C 000B 0019 001B 0013 0014 001A 0009 0024 0016 0015 0017 001A 000B 0019 001B 0013 0014 0015 000D 0019 000B 000C
000C 000D 0024 0016 001A 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 001B 001A 000B
000B 0019 001B 0013 0014 001A 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016 001A 0009 0006 0007 0024 001B 001A 000B 000C 000D 0019 0016 0015 0017 001C
0019 000B 000C 0017 0013 0014 001A 0009 0019 0016 0015 0017 001C 000B 0019 001B 0013 0014 001A 0009 0019 0016 0015 0017 001C 000B 0019 001B 0013 0014 0015 000D
001B 001A 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019
0015 0017 001A 000B 000C 000D 0019 0016 001A 0009 0006 0007 0019 001B 001C 000B 000C 000D 0019 0016 001A 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016
0014 0015 0017 001A 000B 0019 001B 0013 0014 001A 0009 0024 0016 0015 0017 001A 000B 0024 001B 0013 0014 001A 0009 0019 0016 0015 0017 001C 000B 0019 001B 0013
0013 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000F 000C 0017
0017 0013 0007 0019 001B 001C 000B 000C 000D 0024 0016 001A 0009 0006 0007 0019 001B 001C 000B 000C 000D 0019 0016 001A 0009 0006 0007 0019 001B 001A 000B 000C
000C 000D 0019 0016 0015 0017 001A 000B 0019 001B 0013 0014 001A 0009 0019 0016 0015 0017 001A 000B 0019 001B 0013 0014 001C 0009 0019 0016 0015 0017 001A 000B
000B 0019 001B 0013 0014 0015 000D 0019 000B 000C 0017 0013 0007 0019 0009 0006 0014 0015 000D 0019 000F 000C 0017 0013 0007 0019 0009 0006 0014 0015 0017 001A
0019 000B 000C 000D 0006 0007 0019 001B 001A 000B 000C 000D 0024 0016 001C 0009 0006 0007 0019 001B 001A 000B 000C 000D 0019 0016 001C 0009 0006 0007 000C 000D
001B 001C 000B 0024 0009 0024 0016 0015 0017 001A 000B 0019 001B 0013 0014 001A 0009 0019 0016 0015 0017 001C 000B 0024 001B 0013 0014 001A 0009 0024 000B 0019
0025 0010 0026 0027 0026 0028 000E 0029 0025 000F 0026 002A 0025 0010 000E 0029 0026 000F 000E 0029 0025 0010 0026 002A 0025 0010 000E 0029 0026 000F 0026 002A
