ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-082-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 31

0000 0001 0002 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003
0004 0005 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0007
000D 000E 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012
000D 0013 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009
000D 0015 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008
000D 0016 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B
000D 000E 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A
000D 0013 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009
000D 0015 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0010 0011 0012 000B 0008 0009 000A 000B 0008
000D 0016 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0011 0014 0009 000A 000B 0008 0009 000A 000B
000D 000E 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A
000D 0013 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009
000D 0015 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
000D 0016 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
000D 000E 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0012 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
000D 0013 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0017
000D 0015 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008
000D 0016 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0007 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B
000D 000E 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A
000D 0013 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009
000D 0015 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008
000D 0016 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008 0009 000A 000B
000D 000E 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0006 0007 0008 0009 000A 000B 0008 0009 000A
000D 0013 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 000F 0006 0007 0008 0009 000A 000B 0008 0009
000D 0015 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 000F 0006 0007 0008 0009 000A 000B 0008
000D 0016 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A 000B
000D 000E 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009 000A
000D 0013 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008 0009
000D 0015 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0010 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007 0008
000D 0016 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 0011 0014 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0006 0007
000D 0018 0011 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0012 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000F 0012
0019 001A 0018 001B 001C 001D 001E 001B 001C 001D 001E 001B 001C 001D 001E 001B 001C 001D 001E 001B 001C 001D 001E 001B 001C 001D 001E 001B 001C 001D 001E 001B
