ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-054-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 67

0000 0001 0002 0002 0002 0002 0003 0001 0002 0002 0002 0004 0002 0002 0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0005 0003 0005 0003 0005 0002
0006 0007 0008 0009 000A 000B 0006 000C 000A 000B 0008 0009 000A 000D 0006 000C 000A 000B 0008 0009 000A 000B 0008 0009 000A 000E 000F 0010 0011 0012 0013 0009
0014 0015 000B 0016 0017 000A 0006 0018 0009 0019 001A 0008 0009 000A 0006 0018 0009 000A 000B 0008 0009 000A 000B 0016 0017 000A 001B 000F 001C 0011 001A 0016
001D 000C 000A 001E 0018 0009 0006 0007 0008 001E 0015 000B 0008 0009 0006 0007 0008 0009 0019 001A 0008 0009 0019 001F 0013 0009 000A 001B 000F 001C 0011 0020
0014 0018 0009 0006 0007 0008 000E 0021 000B 0006 000C 000A 000B 0008 0006 0015 000B 0008 001E 0015 000B 0016 001F 0021 000B 0008 0009 000A 001B 000F 001C 0011
001D 0007 0008 0006 0015 000B 0008 0009 000A 0006 0018 0009 000A 000B 0006 000C 000A 000B 0006 000C 0019 001F 000F 0017 000A 000B 0008 0009 000A 001B 000F 0022
0014 0015 000B 0006 000C 000A 000B 0008 0009 000E 0023 0008 0009 000A 0006 0018 0009 000A 0006 0024 001F 0011 001F 000F 0017 000A 000B 0008 0009 000A 001B 000F
001D 000C 000A 0006 0024 0025 0026 000B 0008 0009 000A 0027 0028 0025 0014 0007 0008 0009 0029 002A 000F 001F 0011 001C 000F 0017 000A 000B 0008 0009 000A 002B
0006 0018 0009 002C 0002 002D 002E 002F 0030 0028 0025 0031 0001 0002 001D 0015 000B 0008 0009 0019 001F 000F 001C 0011 001F 000F 0017 000A 000B 0008 0009 000A
0006 0007 0008 0009 000A 0029 0002 0002 0002 0002 0002 0032 0021 000B 0006 000C 000A 000B 0016 001F 0011 001F 000F 001C 0011 001F 000F 0017 000A 000B 0008 0009
0006 0033 0030 0028 0025 002F 0030 0028 0025 002F 0030 0028 0025 0034 0014 0018 0009 000A 001E 0024 001F 0011 001C 000F 001F 0011 001F 000F 0017 000A 000B 0008
0035 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 001D 0007 0008 0009 0035 0036 000F 001C 0011 001F 000F 001C 0011 001F 000F 0017 000A 000B
0006 0018 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0006 0015 000B 0008 0006 0015 001B 000F 001C 0011 001C 000F 001C 0011 001F 000F 0017 000A
0006 0037 0028 0025 002F 0030 0028 0025 002F 0030 0028 0025 002F 0034 0014 000C 000A 000B 0006 000C 000A 001B 000F 001C 0021 001B 000F 001C 0011 001F 000F 0017
0038 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 001D 0018 0009 000A 0006 0018 0009 000A 0039 000F 0017 0019 001F 0013 0039 0011 001F 000F
001D 000C 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 0006 0007 0008 0009 000A 001B 000F 001F 0011 001A 0016 001F 0011 0020
0014 0024 0025 002F 0030 0028 0025 002F 0030 0028 0025 002F 0030 0034 0014 0015 000B 0008 0006 0034 000B 0008 0009 000A 001B 000F 001C 0011 001F 000F 001F 0011
