ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-102-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 53

0000 0001 0002 0002 0002 0003 0001 0002 0002 0002 0002 0002 0002 0003 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0004 0005 0006 0007 0008 0004 0009 0007 0008 000A 0006 0007 0008 0004 0009 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007
0004 000B 000A 0006 0007 0004 0005 0006 0007 0008 000A 0006 0007 000C 000D 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006
0004 000E 0008 000A 0006 000C 000F 000A 0006 0007 0008 000A 0006 0010 0011 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A
0004 0012 0013 0014 0015 0016 0017 0008 000A 0006 0007 0008 000A 0018 000E 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008
0019 0001 0002 001A 000F 0018 0012 0017 0008 000A 0006 0007 0008 000C 001B 0007 0008 000A 0006 0010 0014 001C 001D 0013 0014 0015 0006 0007 0008 000A 0006 0007
0004 000B 000A 0006 0007 001E 001F 0012 0017 0008 000A 0006 0007 0020 0015 0006 0007 0008 000A 0021 0002 0002 0002 0002 001A 000F 000A 0006 0007 0008 000A 0006
0004 000E 0008 000A 0006 0007 001E 001F 0012 0017 0008 000A 0006 0018 000B 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A
0004 0009 0007 0008 000A 0006 0007 001E 001F 0012 0017 0008 000A 000C 0022 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008
0004 0005 0006 0007 0008 000A 0006 0007 001E 001F 0012 0017 0008 0023 0024 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007
0004 000B 000A 0006 0007 0008 000A 0006 0007 001E 001F 0012 0017 0018 0005 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006
0004 000E 0008 000A 0006 0007 0008 000A 0006 0007 001E 001F 0012 0025 000B 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A 0006 0007 0008 000A
