ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-063-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 51

0000 0001 0002 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003
0004 0005 0006 0007 0008 0009 0006 0007 0008 0009 000A 000B 0008 0009 0006 0007 000C 000D 0006 0007 0008 0009 000A 000B 0008 0009 0006 000E 000F 0009 0006 0007
0004 0010 0009 0006 0007 0008 0011 0012 0007 0008 0013 0014 000B 0008 0009 000A 0015 0016 000D 0006 0007 0017 0015 0018 0007 0008 0011 0015 0019 000F 0009 0006
0004 001A 0008 0009 0006 000E 0015 001B 0012 0007 0008 0013 0014 000B 0017 0015 0018 0013 0016 000D 000A 0015 001C 0009 0006 000E 0015 001B 0015 0019 000F 0009
0004 001D 0007 0008 0011 0015 0019 0015 001B 0012 0007 0008 0013 0014 0015 001C 0009 0006 0013 0016 0015 0018 0007 0008 0009 0013 001E 001F 0005 0013 001E 0008
0004 0005 0006 0007 0013 0020 001F 001A 0013 0020 0006 0007 0017 0015 0018 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006 0004 0010 0009 0006 0007
0004 0010 0009 0006 0007 0008 0004 001D 0007 0008 0009 000A 0015 001C 0009 0006 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0021 001E 0008 0009 0006
0004 001A 0008 0009 0006 0007 0021 0020 0006 0007 0017 0015 0018 0007 0008 0009 0006 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006 0007 0008 0009
0004 001D 0007 0008 0009 0006 0007 0008 0009 000A 0015 001C 0009 0006 0007 0008 0011 0012 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006 0007 0008
0004 0005 0006 0007 0008 0009 0006 0007 0017 0015 0018 0007 0008 0009 0006 000E 0015 001B 0012 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006 0007
0004 0010 0009 0006 0007 0008 0009 000A 0015 001C 0009 0006 0007 0008 0011 0015 001E 0013 001B 0012 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006
0004 001A 0008 0009 0006 0007 0017 0015 0018 0007 0008 0009 0006 000E 0015 0020 0006 0007 0013 001B 0012 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009
0004 001D 0007 0008 0009 000A 0015 001C 0009 0006 0007 0008 0011 0015 001E 0008 0009 0006 0007 0013 001B 0012 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008
0004 0005 0006 0007 0017 0015 0018 0007 0008 0009 0006 000E 0015 0020 0006 0007 0008 0009 0006 0007 0013 001B 0012 0007 0008 0009 0006 0013 0016 000D 0006 0007
0004 0010 0009 000A 0015 001C 0009 0006 0007 0008 0011 0015 001E 0008 0009 0006 0007 0008 0009 0006 0007 0013 001B 0012 0007 0008 0009 0006 0013 0016 000D 0006
0004 001A 0017 0015 0018 0007 0008 0009 0006 000E 0015 0020 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0013 001B 0012 0007 0008 0009 0006 0013 0016 000D
0004 001D 0013 001C 0009 0006 0007 0008 0011 0015 001E 0008 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0013 001B 0012 0007 0008 0009 0006 0013 001C
0004 0005 0006 0007 0008 0009 0006 000E 0022 0023 0024 0025 0026 0027 0024 0025 000F 0011 0024 0025 0026 0027 0024 0025 0022 0023 0012 0007 0008 0009 0006 0007
0004 0010 0009 0006 0007 0008 0009 0028 0002 0003 0003 0003 0003 0003 0003 0029 001A 002A 0001 0003 0003 0003 0003 0003 0002 002B 0020 0006 0007 0008 0009 0006
0004 001A 0008 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0008 0004 001D 0004 0010 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0008 0009
0004 001D 0007 0008 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0004 0005 0004 001A 0008 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0008
0004 0005 0006 0007 0008 0009 0006 0007 0017 000D 0006 0007 0008 0009 0006 0004 0010 0004 001D 0007 0008 0009 0006 0007 0017 000D 0006 0007 0008 0009 0006 0007
0004 0010 0009 0006 0007 0008 0009 000A 0015 001C 0009 0006 0007 0008 0009 0004 001A 0004 0005 0006 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006
0004 001A 0008 0009 0006 0007 0017 0015 0018 0007 0008 0009 0006 0007 0008 0004 001D 0004 0010 0009 0006 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009
0004 001D 0007 0008 0009 000A 0015 001C 0009 0006 0007 0008 0009 0006 000E 002C 0005 0004 002D 000F 0009 0006 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008
0004 0005 0006 0007 0017 0015 0018 0007 0008 0009 0006 0007 0008 0011 002E 002F 0010 0030 0031 0019 000F 0009 0006 0007 0008 0009 0006 0013 0016 000D 0006 0007
0004 0010 0009 000A 0015 001C 0009 0006 0007 0008 0009 0006 000E 0015 0020 0004 001A 0004 0005 0013 0019 000F 0009 0006 0007 0008 0009 0006 0013 0016 000D 0006
0004 001A 0017 0015 0018 0007 0008 0009 0006 0007 0008 0009 0013 001E 0017 0032 0018 0021 0016 000D 0013 001E 0008 0009 0006 0007 0008 0009 0006 0013 0016 000D
0004 001D 0013 001C 0009 0006 0007 0008 0009 0006 0007 0008 0009 000A 0015 001C 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006 0007 0008 0009 0006 0013 001C
0004 0005 000A 000B 0008 0009 0006 0007 0008 0009 0006 0007 0017 0015 0018 0007 0008 0009 0006 0013 0016 000D 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007
0004 0010 001F 001D 0007 0008 0009 0006 0007 0008 0009 0006 0013 001C 0009 0006 0007 0008 0009 0006 0013 001C 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006
002C 002D 002C 0023 0024 0025 0026 0027 0024 0025 0026 0027 0024 0025 0026 0027 0024 0025 0026 0027 0024 0025 0026 0027 0024 0025 0026 0027 0024 0025 0026 0027
