ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-073-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 48

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0002 0002 0002 0002 0002 0003 0002 0002 0002 0003 0002 0002 0002 0002 0003 0002 0002
0004 0005 0006 0007 0008 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 0007 0008 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 0005
0004 000C 0009 000D 000E 000B 0009 000F 0010 0011 0012 0013 0010 0008 0009 0014 0015 0011 0016 0006 000A 000B 0017 0013 0010 0011 0012 0013 0018 000B 0009 0006
0004 000E 000B 0004 0019 000A 000B 001A 0002 0002 0002 0002 001B 001C 000B 0009 001A 001B 001D 0012 001E 000A 001A 0002 0002 0002 0002 001B 001F 000A 000B 0009
0004 0019 000A 0020 0021 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 001A 001B 0022 001E 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B
0004 0023 0013 0010 0011 0016 0006 000A 000B 0009 0006 000A 0024 0016 0006 000A 000B 0009 0006 000A 000D 0025 0006 000A 000B 0009 000F 0018 000B 0009 0006 000A
0026 0001 0002 0002 001B 0027 0009 0006 000A 000B 0009 0006 000D 000C 0009 0006 000A 000B 0009 0006 0004 000C 0009 0006 000A 000B 000D 0019 0007 0011 0012 001E
0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0004 000E 000B 0009 0006 000A 000B 0009 0004 000E 000B 0009 0006 000A 0004 0025 001A 0002 001B 0021
0004 0019 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0020 001F 000A 000B 0017 001E 000A 000B 0020 001F 000A 000B 0009 0006 0004 000C 0009 0006 000A 000B
0004 0025 0006 000A 000B 0017 001E 000A 000B 0009 0006 000A 000B 0009 0006 000A 000D 0025 0006 000A 000B 0009 0006 000A 000B 0009 0004 000E 000B 0009 0006 000A
0004 000C 0009 0006 000A 000D 0025 0006 000A 0024 0012 0013 0010 0011 0016 0006 0004 000C 0009 000F 0010 0011 0012 0013 0018 000B 0004 0019 000A 0024 0016 0006
0004 000E 000B 0009 0006 0004 000C 0009 0006 001A 0002 0002 0002 001B 0027 0009 0004 000E 000B 001A 0002 0002 0002 001B 001F 000A 0004 0025 0006 000D 000C 0009
0004 0028 0018 000B 0009 0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 000B 0004 0019 000A 000B 0009 0006 000A 000B 0009 0006 0004 000C 0009 0004 000E 000B
0026 0029 001F 000A 000B 0004 0019 000A 000B 0009 0006 0007 0011 0016 0006 000A 0004 0025 0006 000A 0024 0016 0006 000A 000B 0009 0004 000E 000B 0004 0019 000A
0004 000C 0009 0006 000A 0004 0025 0006 000A 000B 0009 001A 001B 001D 0016 0006 0004 000C 0009 0006 0014 001D 0016 0006 000A 000B 0020 001F 000A 0004 0025 0006
0004 000E 000B 0009 0006 0004 000C 0009 0006 000A 000B 0009 0006 000D 000C 0009 0020 001C 000B 0009 000F 002A 001D 0016 0006 000A 000B 0009 0006 0020 0027 0009
0004 0019 000A 000B 0009 0020 001C 000B 0009 0006 000A 000B 0009 0020 001C 000B 0009 0006 000A 0024 002A 001F 0014 001D 0016 0006 000A 000B 0009 0006 000A 000B
002B 0025 0006 000A 000B 0009 0006 000A 000B 0009 000F 0018 000B 0009 0006 000A 000B 0009 0006 0014 0027 0009 0006 0014 0027 0009 0006 0007 0011 0012 0013 0010
002C 000C 0009 0006 000A 000B 0009 0006 000A 000B 000D 0019 000A 000B 0009 0006 000A 000B 0009 0006 000A 0024 0016 0006 000A 000B 0009 001A 0002 0002 0002 0002
0004 000E 0024 0012 0013 0010 0011 0016 0006 000A 0004 0025 0006 000A 000B 0009 0006 000A 000B 0009 0006 000D 000C 0009 0006 000A 000B 0009 0006 000A 000B 0009
0004 0019 001A 0002 0002 0002 001B 0027 0009 0006 0004 000C 0009 000F 0010 0011 0012 0013 0018 000B 0009 0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 000B
0004 0025 0006 000A 000B 0009 0006 000A 000B 0009 0004 000E 000B 001A 0002 0002 0002 001B 001F 000A 000B 0004 0019 000A 000B 0017 0013 0010 0011 0012 001E 000A
0004 000C 0009 0006 000A 000B 0009 0006 000A 000B 0004 0019 000A 000B 0009 0006 000A 000B 0009 0006 000A 0004 0025 0006 000A 001A 0002 0002 0002 001B 0021 0006
0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 0020 0021 0006 000A 000B 0009 0006 000A 000B 0009 0006 0004 000C 0009 0006 000A 000B 0009 0006 000A 000B 0009
0004 0019 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 000B
002B 0025 0006 000A 000B 0009 0006 000A 0024 0012 0013 0010 0008 0009 000F 0018 000B 0009 000F 0018 000B 0020 001F 000A 000B 0009 0006 000A 000B 0017 0013 0010
002C 000C 0009 0006 000A 000B 0009 0006 001A 0002 0002 001B 001C 000B 000D 0019 000A 000B 000D 0019 000A 000B 0009 0006 000A 000B 0009 0006 000A 001A 0002 0002
0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 0004 0025 0006 000A 0004 0025 0006 000A 0024 0012 0013 0010 0011 0016 0006 000A 000B 0009
0004 0019 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 0004 000C 0009 0006 0020 0027 0009 0006 001A 0002 0002 0002 001B 0027 0009 0006 000A 000B
0004 0025 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0004 000E 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A
0004 000C 0009 0006 000A 000B 0009 0006 000A 000B 0009 0006 000A 000B 0004 0019 000A 000B 0009 0006 0007 0008 0009 0006 0007 0008 0009 0006 000A 0024 0016 0006
002B 002D 0011 0012 0013 0010 0011 0012 0013 0010 0011 0012 0013 0010 002B 0023 0013 0010 0011 0012 002E 002D 0011 0012 002E 002D 0011 0012 0013 002E 002F 0005
