ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-096-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 74

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0004 0001 0002 0002 0004 0005 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0006 0007 0008
0009 000A 000B 000C 000D 000E 000F 0010 000D 000E 000F 0010 000D 0009 0011 0010 000D 0009 0011 0010 000D 000E 000F 0010 000D 000E 000F 0010 0012 0013 0014 0015
0016 0001 0017 0018 000C 000D 000E 000F 0010 000D 000E 000F 0010 0009 000A 000B 0019 001A 001B 000F 0010 000D 000E 000F 0010 000D 000E 001C 001D 001E 001F 000F
0009 0012 0020 0017 0018 000C 000D 000E 000F 0010 000D 000E 000F 0020 0004 0001 0004 001E 0021 000E 000F 0010 000D 000E 000F 0010 0022 001D 001E 0015 000D 000E
0009 0011 0010 0020 0017 0018 000C 000D 000E 000F 0010 000D 000E 000F 0009 0023 001A 0011 0010 000D 000E 000F 0010 000D 000E 001C 001D 001E 001F 000F 0010 000D
0009 001B 000F 0010 0020 0017 0018 000C 000D 000E 000F 0010 000D 000E 0020 0024 0025 001F 000F 0010 000D 000E 000F 0010 0022 001D 001E 0015 000D 000E 000F 0010
0009 0026 000E 000F 0010 0020 0017 0018 000C 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 001C 001D 001E 001F 000F 0010 000D 000E 000F
0009 0027 000D 000E 000F 0010 0020 0017 0018 0019 0028 0029 000B 0019 0028 002A 000B 0019 0028 0029 000B 0019 0028 001D 001E 0015 000D 000E 000F 0010 000D 000E
0009 0011 0010 000D 000E 000F 0010 0020 0006 0007 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0006 0007 001E 001F 000F 0010 000D 000E 000F 0010 000D
0009 001B 000F 0010 000D 000E 000F 0010 002B 002C 0018 000C 000D 000E 000F 0010 000D 000E 000F 0010 0022 002D 002C 0027 000D 000E 000F 0010 000D 000E 000F 0010
0009 0026 000E 000F 0010 000D 000E 000F 002E 002F 0017 0018 000C 000D 000E 002A 0010 000D 000E 001C 001D 0008 0030 0011 0010 000D 000E 000F 0010 000D 000E 000F
0009 0031 0028 0029 000B 0019 0032 000E 0009 0027 0020 0017 0018 000C 000D 000E 000F 0010 0022 001D 001E 0015 0009 001B 000F 0010 000D 000E 000F 0010 000D 000E
0033 0001 0002 0002 0002 0017 0027 000D 0009 0011 0010 0020 0034 0035 0010 000D 000E 000F 0036 0025 001F 000F 0009 0026 000E 000F 0010 000D 0037 000B 0019 0028
0038 001B 000F 0010 000D 0009 0011 0010 0009 001B 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 000E 0009 0027 000D 000E 001C 0019 001D 0001 0002 0002
0009 0026 000E 000F 0010 0009 001B 000F 0009 0026 000E 000F 0010 000D 000E 000F 0010 000D 000E 000F 0010 000D 0009 0011 0010 000D 0039 0001 0038 0026 000E 000F
