ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-040-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 47

0000 0000 0000 0000 0000 0000 0000 0001 0002 0001 0002 0000 0000 0000 0001 0002 0000 0000 0000 0000 0000 0000 0000 0001 0002 0001 0002 0000 0000 0000 0000 0000
0003 0004 0005 0006 0007 0008 0009 000A 000B 000C 000D 0006 0007 0008 000E 000F 0003 0004 0005 0006 0007 0008 0009 000A 000B 000C 000D 0006 0007 0008 0009 0010
0011 0012 0013 000D 0006 0007 0014 0015 0016 0007 0014 0015 0016 0017 0018 0013 0011 0012 0013 000D 0006 0007 0014 0015 0016 0007 0014 000D 0006 0017 0019 0013
001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0007 0008 0009 001B 000B 0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0007 0014 000D 001B 000B 0008
0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0017 001B 0015 0016 0007 0008 001A 0016 0017 001B 0015 0016 0007 0008 001A 0016 0017 001B 000D 0006 0007
0007 0008 0009 0006 0007 0014 000D 0010 0003 0004 0005 001B 000B 0008 0009 0006 0007 0008 0009 001B 000B 0008 0009 0010 001C 001D 0005 001B 000B 0014 000D 0006
0006 0017 001B 0015 0016 0007 001E 001F 0011 0012 0020 0021 0016 0007 0014 000D 0006 0017 001B 0015 0016 0007 001E 0002 0000 0000 0020 0021 0016 0007 0014 000D
000D 001B 000B 0008 001A 0016 000C 0022 001A 0016 000E 0023 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 000C 0022 001A 0016 000C 0022 001A 0016 0007 0014
001B 000D 0006 0007 0008 001A 0024 0003 0008 001A 000E 0025 0008 001A 0016 0017 001B 000D 0006 0007 0008 001A 0024 0003 0008 001A 0024 0003 0008 001A 0016 0017
000B 0014 000D 0006 0007 0008 0026 000F 0003 0004 0027 0028 0007 0008 0009 001B 000B 0014 000D 0006 0007 0008 0026 000F 001C 001D 0029 0028 0007 0008 0009 001B
0016 0007 0014 0015 0016 0017 0018 0013 0011 0012 002A 000D 0006 0007 0014 0015 0016 0007 0014 000D 0006 0017 0018 0000 0000 0000 002A 000D 0006 0007 0014 0015
001A 0016 0007 0008 0009 001B 000B 0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 0007 0014 000D 0006 0007 0008
0008 001A 0016 0017 001B 000D 0006 0007 0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0007 0014 0015 0016 0007 0008 001A 0016 0007 0014 000D 0006 0007
001C 001D 0005 001B 000B 0014 000D 0006 0007 0008 0009 0006 0007 0014 000D 0010 001C 001D 0005 0006 0007 0008 0009 0006 0007 0008 0009 0006 0007 0014 000D 0010
0000 0000 0020 0021 0016 0007 0014 000D 0006 0017 001B 0015 0016 0007 001E 0002 0000 0000 0020 0021 0016 0007 0014 000D 0006 0017 001B 0015 0016 0007 001E 0002
001A 0016 000C 0022 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 000C 0022 001A 0016 000E 0023 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 000E 0023
002B 001A 0024 0003 0008 001A 0016 0017 001B 000D 0006 0007 0008 001A 0024 0003 0008 001A 000E 0025 0008 001A 0016 0017 001B 000D 0006 0007 0008 001A 000E 0025
001C 001D 0029 0028 0007 0008 0009 001B 000B 0014 000D 0006 0007 0008 0026 000F 001C 001D 0027 0028 0007 0008 0009 001B 000B 0014 000D 0006 0007 0008 000E 000F
0000 0000 002A 000D 0006 0007 0014 0015 0016 0007 0014 000D 0006 0017 0018 0000 0000 0000 002A 000D 0006 0017 001B 0015 0016 0007 0014 0015 0016 0017 0018 0000
001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 0007 0008 0009 001B 000B 0008
0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0017 001B 0015 0016 0007 0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0017 001B 0015 0016 0007
0007 0008 0009 0006 0007 0014 000D 0010 0003 0004 0005 001B 000B 0008 0009 0006 0007 0008 0009 0006 0007 0014 000D 0010 0003 0004 0005 001B 000B 0008 0009 0006
0006 0017 001B 0015 0016 0007 001E 001F 0011 0012 0020 0021 0016 0007 0014 000D 0006 0017 001B 0015 0016 0007 001E 001F 0011 0012 0020 0021 0016 0007 0014 000D
000D 001B 000B 0008 001A 0016 000C 0022 001A 0016 000E 0023 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 000C 0022 001A 0016 000E 0023 001A 0016 0007 0014
001B 000D 0006 0007 0008 001A 0024 0003 0008 001A 000E 0025 0008 001A 0016 0017 001B 000D 0006 0007 0008 001A 0024 0003 0008 001A 000E 0025 0008 001A 0016 0017
000B 0014 000D 0006 0007 0008 0026 000F 001C 001D 0027 0028 0007 0008 0009 001B 000B 0014 000D 0006 0007 0008 0026 000F 001C 001D 0027 0028 0007 0008 0009 001B
0016 0007 0014 000D 0006 0017 0018 0000 0000 0000 002A 000D 0006 0007 0014 0015 0016 0007 0014 000D 0006 0017 0018 0000 0000 0000 002A 000D 0006 0007 0014 0015
001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0007 0014 000D 001B 000B 0008 001A 0016 0007 0014 000D 0006 0007 0008
0008 001A 0016 0017 001B 0015 0016 0007 0008 001A 0016 0007 0014 000D 0006 0007 0008 001A 0016 0017 001B 0015 0016 0007 0008 001A 0016 0007 0014 000D 0006 0007
0003 0004 0005 001B 000B 0008 0009 0006 0007 0008 0009 0006 0007 0014 000D 0010 0003 0004 0005 001B 000B 0008 0009 0006 0007 0008 0009 0006 0007 0014 000D 0010
0011 0012 0013 0015 0016 0007 0014 000D 0006 0017 001B 0015 0016 0007 001E 001F 0011 0012 0013 0015 0016 0007 0014 000D 0006 0017 001B 0015 0016 0007 0012 0013
0005 0010 001C 001D 0005 0010 001C 0029 002C 0029 002D 001D 0005 0010 0027 002E 0005 0010 001C 001D 0005 0010 001C 0029 002C 0029 002D 001D 0005 0010 001C 001D
