ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: treasure-room-11-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 54

0000 0001 0002 0003 0004 0001 0003 0002 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0003 0002 0003 0003 0003 0003 0003 0003 0003 0003 0003 0000 0001
0005 0006 0007 0008 0009 000A 000B 000C 000D 000E 000B 000F 0010 0011 000B 000F 0012 000E 0013 0014 0015 0011 0013 0014 0015 0016 0017 0014 0015 0016 0018 0008
0019 001A 001B 0007 000F 0010 0016 001C 001D 0012 000E 0013 001C 001E 000E 000B 000F 0012 001F 0001 0020 0021 001F 0001 0003 0003 0004 0001 0003 0003 0022 0023
0005 0024 0025 000A 000B 0026 0027 000A 000B 000F 0012 0025 0028 000F 0012 000E 000B 000F 0005 0029 0005 0024 0005 0029 0013 002A 0005 0008 0017 002A 0005 0029
0005 0023 000F 0012 000E 000B 000F 0012 000E 000B 000F 0012 000E 000B 000F 0012 000E 000B 0005 0021 0005 0023 0005 0021 002B 0023 0019 0001 0027 0028 0005 0021
0005 0029 000B 000C 000D 000E 000B 000F 0012 002C 0007 000F 0012 000E 000B 000F 0012 000E 0009 001D 0005 0029 0005 0024 0005 0029 0005 0024 0010 0011 0005 0024
0005 0021 000E 0025 001D 0010 0011 000B 000F 002B 0029 000B 000F 0012 000E 000B 000F 0012 002C 0007 0005 0021 0009 0028 0005 0021 0009 0028 002B 0021 0005 0023
0005 0024 0012 000E 000B 002B 0021 000E 000B 0009 001E 000E 000B 000C 000D 000E 000B 000F 002B 0029 0005 002D 0015 0011 0005 0024 0010 0011 0009 001D 0009 000A
0005 0023 000F 0012 000E 0009 001D 0012 000E 000B 000F 0012 000E 0025 001D 0012 000E 000B 0005 0021 002E 0003 0020 0021 0005 0023 002B 002F 0016 0017 0014 000D
0005 0006 0017 002A 0012 000E 0013 002A 0012 000E 000B 000F 0012 000E 000B 000F 0012 000E 0005 0024 0010 0011 0005 0024 0005 0029 0019 0001 0003 0003 0027 001D
0019 0001 0027 0030 002A 0012 0025 0028 000C 0015 0011 000B 000F 0012 000E 000B 000F 0012 0005 0023 002B 0021 0005 0023 0005 0021 0009 0028 000C 000D 002C 0007
0005 0024 0012 0025 0028 000F 0012 000E 0026 0020 0021 000E 000B 000F 0012 000E 000B 000F 0005 0029 0005 0024 0005 0029 0009 001D 0010 0011 002B 0024 002B 0029
0005 0023 000F 0012 000E 000B 000F 0012 000E 0009 001D 0012 002C 0007 000F 0012 000E 000B 0009 001E 0005 0023 0005 0021 002C 0017 0031 002F 0018 0023 0005 0021
0018 0029 000B 000F 0012 000E 0013 002A 0012 000E 000B 000F 002B 0029 000B 000F 0012 000E 0013 002A 0005 0029 0009 001D 0026 0003 0002 0003 0032 000A 0005 0008
0022 0021 000E 0013 002A 0012 0025 0028 000F 0012 000E 000B 0009 001E 000E 000B 000F 0012 002B 0023 0005 002F 0016 0017 0014 000D 002C 0017 0014 000D 002E 0003
0005 0024 0012 0025 0028 000F 0012 000E 0013 0014 000D 000E 000B 000F 0012 000E 000B 000F 0005 0029 002E 0003 0003 0003 0020 0024 001F 0001 0020 002D 0015 0011
0005 0023 000F 0012 000E 000B 000F 0012 0026 0027 0033 000D 000E 000B 000F 0012 000E 000B 0005 002F 0016 0007 000C 000D 0005 0023 0005 0021 002E 0003 0020 0021
0005 0029 000B 000F 0010 0011 000B 000F 0012 000E 002B 0024 0012 000E 000B 000F 0012 000E 0019 0001 0020 0029 002B 0024 0005 0029 0005 0024 0010 0011 0005 0024
0005 0008 0011 000B 002B 002F 0011 000B 000F 0012 0009 0028 000F 0012 000E 000B 000F 0012 0005 0023 0005 0021 0005 0023 0009 001E 0005 0023 002B 0021 0005 0023
0034 001A 001E 000E 002E 0027 001E 000E 0013 002A 0012 000E 000B 000F 0012 000E 000B 000F 0009 000A 0005 0024 0005 0029 0013 002A 0005 0029 0005 0024 0005 0008
0022 0023 000C 000D 000E 000B 000F 0012 0025 0030 002A 0012 000E 000B 000F 0012 000E 000B 000C 000D 0005 0023 0005 0021 002B 0023 0009 001E 0005 0023 002E 0003
0005 0029 0025 001D 0012 000E 000B 000F 0012 0025 0028 000C 000D 000E 000B 000F 0012 000E 002B 0024 0005 0029 0009 001D 0005 0006 0017 002A 0005 0006 0017 002A
0005 0021 000E 000B 000C 0015 0011 000B 000F 0012 000E 0025 001D 0012 000E 000B 000F 0012 0005 0023 0009 001E 002C 0007 002E 0003 0027 0028 002E 0003 0020 0023
0005 0024 0012 000E 0026 0027 001E 000E 000B 000F 0012 000E 000B 000F 0012 000E 000B 000F 0005 0029 0013 002A 002B 0029 0013 002A 0010 0016 0017 0014 0018 0029
