ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-012-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 74

0000 0001 0001 0001 0002 0001 0001 0001 0001 0002 0001 0002 0003 0004 0005 0004 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006
0007 0008 0009 000A 000A 000A 000A 000A 000A 000A 000B 0008 000C 000D 000E 000F 0010 0011 0012 0013 0014 0015 0016 0017 0018 0015 0016 0017 0018 0019 0012 0013
001A 001B 001C 001D 001E 001F 001D 001D 001D 001E 0020 0021 0013 0022 000D 0023 0013 0010 0011 0012 0024 0004 0006 0006 0006 0006 0006 0006 0025 001B 0011 0012
001A 0026 0010 0011 001A 0026 0010 0011 0012 001A 001B 0011 0012 0013 0027 0028 0012 0013 0010 0011 001A 0026 0010 0011 0012 0013 0010 0029 001A 0026 0010 0011
001A 002A 0013 0010 001A 002A 0013 0010 0011 001A 0026 0010 0011 0012 002B 002C 0019 0012 0013 0010 002B 0021 0013 0014 0019 0012 0013 0010 001A 002A 0013 0010
001A 0028 0012 0013 001A 0028 0012 0013 0010 001A 002A 0013 0010 0011 0012 002D 002C 0019 0012 0013 0010 0011 0012 0027 001B 0011 0012 0013 001A 0028 0012 0013
001A 001B 0011 0012 001A 001B 002E 0016 0017 002F 0030 0016 0017 0031 0011 0012 0027 0032 0015 0016 0017 0018 0015 002F 0033 0018 0015 0016 002F 0032 0019 0012
001A 0026 0010 0011 001A 0026 0034 0006 0006 0035 0004 0006 0036 000F 0010 0011 0037 0006 0005 0004 0006 0006 0006 0038 0006 0006 0006 0006 0035 0039 003A 0011
001A 002A 0013 0010 001A 002A 0013 0010 0011 001A 0026 0010 0011 0012 0013 0010 0011 0012 002B 002C 0019 0012 0013 0010 0011 0012 0013 0010 001A 002A 0013 0010
001A 0028 0012 0013 001A 0028 0012 003B 0018 002F 002A 0013 0010 0011 0012 0013 0010 0011 0012 002D 003A 0011 0012 0013 0010 0011 0012 0013 001A 0028 0012 0013
001A 001B 0011 0012 001A 001B 0011 0024 0004 003C 0030 0016 0017 0018 0015 0016 0017 0018 0015 0016 0017 0018 0015 0023 0013 0010 0011 0029 001A 001B 0011 0012
001A 0026 0010 0011 001A 0026 0010 001A 003D 003E 0004 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0036 000D 0023 0013 0010 0011 001A 0026 0010 0011
001A 002A 0013 0010 001A 002A 0013 0037 0006 003C 0026 0010 0011 0012 0013 0010 0011 0012 0013 0010 0011 0012 0013 0027 0028 0012 0013 0010 001A 002A 0013 0010
001A 0028 0012 0013 001A 0028 0012 0013 0010 001A 002A 0013 0010 0011 0012 0013 0010 0011 0012 0013 0010 0011 0012 001A 001B 0011 0012 0013 002B 003F 0012 0013
001A 001B 0011 0012 001A 001B 0011 0012 0013 001A 0030 0016 0040 0010 002E 0016 0017 0018 0015 0023 0013 0010 0011 001A 0026 0010 0011 0012 0013 0010 0011 0012
001A 0026 0010 0011 001A 0026 0010 0011 0012 0037 0006 0036 0021 0013 0034 0006 0006 0006 0025 0028 0012 0013 0010 001A 002A 0013 0010 0011 0012 0013 0010 0011
001A 002A 0013 0010 001A 002A 0013 0010 0011 0012 0013 0010 0011 0012 0013 0010 0011 0012 001A 001B 0011 0012 0013 001A 0028 0012 0013 0010 0011 0012 0013 0010
001A 0028 0012 0013 001A 0028 0012 0013 0010 0011 0012 0013 0010 0011 0012 0013 0010 0011 001A 0026 0010 0011 0012 001A 001B 0011 0041 0017 0018 0015 0016 0040
001A 001B 0011 0012 001A 001B 002E 0016 0017 0018 0015 0016 0017 0018 0015 0023 0013 0010 001A 002A 0013 0010 0011 001A 0026 0010 0034 0006 0006 0006 0025 002A
