ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-058-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 50

0000 0001 0002 0002 0003 0002 0002 0002 0002 0002 0002 0004 0001 0004 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0005 0006 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 000C 000B 000D 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000E
0005 000F 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007
0005 0010 0009 000A 0007 0008 0009 0011 0012 0013 0014 0015 0012 0013 0014 0016 0007 0008 0017 0015 0012 0013 0014 0015 0012 0013 0014 0015 0018 0008 0009 000A
0005 0019 0008 0009 000A 0007 001A 001B 0002 0002 0002 0002 0002 0002 001C 000C 000A 0007 001D 0002 0002 0002 0002 0002 0004 0001 0002 001C 001E 0018 001A 001F
0005 0020 0007 0008 0009 000A 0021 000E 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0005 0020 0007 000E 0021 0020 0022 0023
0005 000F 000A 0007 0008 0009 0005 0019 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 000C 000A 0007 0005 000F 000A 0007
0024 0010 0009 000A 0007 0008 0005 0020 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0005 0010 0009 0011
0025 0019 0008 0009 000A 0007 0005 000F 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 001A 0014 0024 0019 0008 001D
0024 0020 0007 0008 0009 000A 0005 0010 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 001D 0002 0025 0020 0007 001A
0025 000F 000A 0007 0008 0009 0005 0019 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0005 000F 000A 001D
0005 0010 0009 000A 0007 0008 0005 0020 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0005 0010 0009 000A
0005 0019 0008 0009 000A 0007 0005 000F 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0005 0019 0008 0009
0005 0020 0007 0008 0009 000A 000B 0023 0009 000A 0007 0008 0009 000A 0007 001A 001F 0011 0012 0026 0009 000A 0007 0008 0009 000A 0007 0008 0005 0020 0007 0008
0005 000F 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0022 0023 001D 001C 0027 0026 0009 000A 0007 0008 0009 000A 0007 000B 000C 000A 0007
0005 0010 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0011 0018 0008 0009 0022 000D 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A
0005 0019 0008 0009 000A 0007 001A 001F 000A 0007 0008 0009 000A 0007 0008 0021 0020 0007 0008 0017 0016 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009
0005 0020 0007 0008 0009 000A 0021 0010 0009 000A 0007 0008 0009 000A 0007 000B 0028 0016 0029 002A 000C 000A 0007 0008 0009 000A 0007 0008 0017 0016 0007 0008
0005 000F 000A 0007 0008 0009 0005 0019 0008 0009 000A 0007 0008 0009 000A 0007 0022 000C 0022 000D 0008 0009 000A 0007 0008 0009 000A 0007 0021 000F 000A 0007
0005 0010 0009 000A 0029 0026 0005 0020 0007 0008 0017 0016 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0005 0010 0009 000A
0005 0019 0008 0009 0022 0027 0024 000F 000A 0029 002A 0028 0016 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0005 0019 0008 0009
0005 0020 0007 0008 0009 001D 0025 0010 0009 0022 0027 002A 0028 0016 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0005 0020 0007 0008
0005 000F 000A 0007 0008 0009 0005 0019 0008 0009 0022 0027 002A 0028 0016 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0017 0016 0007 0005 000F 000A 0007
0005 0010 0009 000A 0007 0008 0005 0020 0007 0008 0009 0022 0027 002A 000C 000A 0007 0008 0009 000A 0007 0008 0009 000A 0029 002A 000C 000A 0005 0010 0009 000A
0005 0019 0008 0009 000A 0007 0005 000F 000A 0007 0008 0009 0022 000D 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0022 000D 0008 0009 0005 0019 0008 0009
0005 0020 0007 0008 0009 000A 000B 000E 0014 0015 0012 0026 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0005 0020 0007 0008
0005 000F 000A 0007 0008 0009 000A 001D 0002 0002 001C 0027 0013 0014 0015 0012 0026 0009 000A 0029 0013 0014 0015 0012 0013 0014 0015 000E 002B 000C 000A 0007
0005 0010 0017 0016 0007 0008 0009 000A 0007 0008 0009 001D 0002 0002 0002 001C 000D 0008 0009 001D 0002 0002 0002 0002 0002 0002 0002 001C 000D 0008 0009 000A
0005 002C 002A 000C 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009
002D 002E 000D 0008 0009 0011 0018 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008
0005 000F 000A 0007 001A 002A 002F 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007
0024 000E 0014 0015 0030 0031 0014 0015 0012 0013 0014 0015 0012 0013 0014 0015 0012 0013 0014 0015 0012 0013 0014 0015 0012 0013 0014 0015 0012 0013 0014 0015
