ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-081-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 63

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0002 0002 0004 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0005 0006 0007 0008 0009 000A 0007 0008 000B 000C 0007 0008 0009 000D 000E 000F 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0010 0011
0005 0012 000A 0007 0008 0009 000A 0010 0013 0014 000A 0007 0015 0013 0016 0007 0008 0009 000A 0007 0015 0017 000A 0010 0011 0009 000A 0007 0008 000B 0013 0018
0005 0019 0009 000A 0007 0008 000B 0013 0018 0008 0009 000A 001A 000F 0009 000A 0007 0008 0009 000A 001B 0019 0009 001B 001C 0008 0009 000A 0010 0013 0014 000A
0005 001C 0008 0009 000A 001D 0013 0014 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0005 001C 0008 0005 0006 0007 0008 0009 001A 0018 0008 0009
0005 0006 0007 0008 0009 001A 001E 0011 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0005 0006 0007 0005 0012 000A 0007 0008 0009 000A 0007 0008
0005 0012 000A 0007 0008 000B 0013 001E 0011 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0005 0012 000A 0005 0019 0009 000A 0007 0008 0009 000A 0007
0005 0019 0009 000A 0010 0013 0014 001A 001E 0011 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0005 0019 0009 0005 001C 0008 0009 000A 0007 0008 0009 000A
0005 001C 0008 0009 001B 001C 0008 0009 001B 001C 0008 0009 001F 0020 0021 0022 0023 0020 0021 0022 000E 0018 0008 0024 0025 0020 0021 0022 0023 0020 0011 0009
0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0026 0002 0002 0002 0002 0002 0002 0027 0014 000A 0007 0008 0026 0002 0002 0002 0002 0027 0018 0008
0005 0012 000A 0007 0005 0012 000A 0007 0005 0012 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007
0028 0019 0009 000A 0005 0019 0009 000A 0024 0029 0022 0023 0020 0021 0022 0023 0020 0021 0022 0023 002A 0008 0009 000A 0010 0021 0022 0023 002A 0008 000B 0023
002B 001C 0008 0009 0005 001C 0008 0009 000A 0026 0002 0002 0002 0002 0002 0002 0002 0002 0002 0027 0025 002A 0008 000B 002C 0002 0002 0027 0016 0007 0026 0002
0005 0006 0007 0008 0005 002D 002A 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 001B 0006 0007 001B 0012 000A 0007 0008 0009 000A 0007 0008
0005 0012 000A 0007 002E 002F 0025 0020 0021 0017 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0005 0012 000A 0005 0019 0009 000A 0007 0008 0009 000A 0007
0005 0019 0009 001F 000E 000F 0026 0004 002F 0029 0022 0023 0020 0011 0009 000A 0007 0008 0009 000A 0005 0019 0009 0005 001C 0008 0009 000A 0007 0008 0009 000A
0005 001C 0015 0013 0016 0007 0008 0005 0006 0026 0002 0002 0027 001E 0021 0017 000A 0007 0008 0009 0005 001C 0008 0005 0006 0007 0008 0009 001F 0020 0011 0009
0005 002D 0013 000F 0009 000A 0010 000E 0014 000A 0007 0008 000B 002C 0027 0029 0017 000A 0007 0008 0005 0006 0007 0005 0012 000A 0007 0008 0026 0027 0018 0008
0030 002F 0016 0007 0008 0009 001B 001C 0008 0009 000A 0007 001B 0012 000A 001B 0019 0009 000A 0007 0005 0012 000A 0024 000F 0009 000A 0007 0008 0009 000A 0010
002B 0019 0009 000A 0007 0008 0005 0006 0007 0008 0009 001F 000E 000F 0009 0005 001C 0008 0009 000A 0005 0019 0009 000A 0007 0008 0009 000A 0007 0015 0022 002C
0005 001C 0008 0009 000A 0007 0024 0031 000C 0007 0015 0013 0016 0007 0008 0005 0006 0007 0008 0009 0024 001E 0011 0009 000A 0007 0008 0009 001F 002C 0027 0014
0005 0006 0007 0008 0009 000A 0007 001B 0012 000A 001B 0019 0009 000A 0007 0024 0031 000C 0007 0008 0009 001A 001E 0021 0022 0023 0020 0021 0013 0025 002A 0008
0005 0012 000A 0007 0008 0009 000A 0005 0019 0009 0005 001C 0008 0009 000A 0007 001A 0031 000C 0007 0008 0009 0026 0002 0002 0004 0001 0027 000F 001B 002D 002A
0005 0019 0009 000A 0007 0008 0009 0005 001C 0008 0024 001D 002A 0008 0009 000A 0007 001A 0031 000C 0007 0008 0009 000A 0007 0005 0012 000A 0007 0032 0033 0006
0005 001C 0008 0009 000A 0007 0008 0005 0006 0007 0008 001A 0025 0020 0011 0009 000A 0007 001A 0031 0023 0020 0021 0022 0023 0028 0019 0009 000A 0010 0028 0012
0005 0006 0007 0008 0009 000A 0007 0005 0012 000A 0007 0008 0026 0027 001E 0011 0009 000A 0007 0026 0002 0002 0002 0002 0002 0034 0018 0008 0009 0035 0036 000F
0005 0012 000A 0007 0008 0009 000A 0024 0029 0017 000A 0007 0008 0009 001A 001E 0011 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0015 000E 0016 0007
0005 0019 0009 000A 0007 0008 0037 000A 001A 0029 0017 000A 0007 0008 0009 001A 001E 0021 0022 0023 002A 0008 000B 000C 0007 0008 0009 000A 001B 0019 0009 000A
0005 001C 0008 0009 000A 0038 0008 0009 000A 001A 0029 0017 000A 0007 0008 0009 0026 0002 0002 0027 0025 0020 0013 0031 0023 0020 0021 0022 000E 0018 0008 0009
0005 0039 0038 003A 0037 000A 0007 0008 0009 000A 001A 0029 0017 000A 0007 0008 0009 000A 0007 0008 0026 0027 0018 0026 0002 0002 0002 0027 0014 000A 0007 0008
0005 003B 003C 0038 0008 0009 000A 0007 0008 0009 000A 001B 0019 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007
0028 003D 003E 0023 0020 0021 0022 0023 0020 0021 0022 0028 001D 0021 0022 0023 0020 0021 0022 0023 0020 0021 0022 0023 0020 0021 0022 0023 0020 0021 0022 0023
