ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-027-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 57

0000 0001 0002 0003 0002 0003 0002 0003 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0000 0001 0004 0002 0001 0004 0004 0004 0004 0004 0004 0004 0004 0004
0005 0006 0007 0008 0007 0009 0007 000A 000B 000C 000D 000E 000B 000C 000D 000E 000B 000F 0005 0010 000B 0005 0011 000E 000B 000C 000D 000E 000B 000C 000D 000E
0012 0013 0009 0014 0008 0014 0015 000D 000E 0016 0017 000D 000E 000B 0018 0019 000E 000B 0005 0011 000E 0005 001A 000D 001B 001C 000C 000D 001B 001C 000C 000D
001D 001E 0014 0009 0014 000A 000B 000C 000D 001F 0020 0017 000D 000E 0021 001A 000D 000E 0005 001A 000D 0022 0023 000C 0021 0024 000B 000C 0021 001E 0025 0026
0000 0013 0008 0014 0015 000D 000E 000B 000C 0027 0014 0020 0017 000D 0005 0028 000C 000D 0005 0028 000C 000D 000E 000B 0005 0011 000E 000B 0012 0001 0004 0004
0005 0006 0014 000A 000B 000C 000D 000E 0016 0014 0029 0014 0020 0017 0005 0024 000B 000C 0005 0024 000B 0018 0019 000E 0005 001A 000D 000E 0005 001A 000D 0010
0012 0013 0015 000D 000E 000B 000C 0027 0014 0020 0014 0029 0014 0020 001D 0011 000E 000B 0005 0011 000E 0021 001A 000D 0022 0023 000C 000D 0005 0028 000C 000D
0005 0024 000B 000C 000D 000E 0016 0014 0029 0014 0020 0014 0029 002A 002B 001A 000D 000E 0005 001A 000D 0005 0028 000C 000D 000E 000B 000C 0005 0024 000B 000C
0005 0011 000E 000B 000C 0027 0014 0020 0014 0029 0014 0020 0014 0029 001D 0028 000C 000D 0005 002C 0026 001D 001E 0025 0026 0019 000E 000B 0005 0011 000E 000B
0005 001A 000D 000E 0016 0014 0029 0014 0023 001F 0029 0014 0020 002A 002B 0024 000B 000C 0012 0001 0004 002D 0004 0004 002E 0015 000D 000E 0005 001A 000D 000E
0005 0028 000C 0027 0014 0020 0014 0029 002F 0016 0014 0029 0014 0023 0005 0011 000E 000B 0005 0011 000E 000B 000C 000D 000E 000B 000C 000D 0005 0028 000C 000D
0005 0024 0016 0014 0029 0014 0020 0014 0029 0014 0020 0014 0030 000E 0005 001A 000D 000E 0005 0006 0031 0032 0025 0026 0031 0032 0025 0026 001D 0024 000B 000C
0005 0033 0014 0020 0014 0030 001F 0020 0014 0029 0014 0023 000C 000D 0005 0028 000C 000D 0012 0001 0004 0004 0004 0004 0004 0004 0004 0004 0034 0030 000E 000B
0012 0013 0029 0014 0020 0017 0027 0014 0020 0014 0030 000E 000B 000C 0005 0024 000B 000C 0005 0024 000B 000C 000D 000E 000B 000C 000D 000E 000B 000C 000D 000E
001D 002C 0014 0029 0014 0020 0014 0029 0014 0023 000C 000D 000E 000B 0005 0011 000E 000B 0005 0033 0032 0025 0026 0031 0032 0025 0026 0031 0032 0025 0026 0031
0000 0013 0020 0014 0029 0014 0020 0014 0029 002F 000B 000C 000D 000E 0005 001A 000D 000E 0012 0001 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004
0005 0033 0014 0020 0014 0030 001F 0020 0014 0029 002F 000B 000C 000D 0005 0028 000C 000D 0005 0028 000C 000D 000E 000B 000C 000D 000E 000B 000C 000D 000E 000B
0035 0013 0029 0014 0020 0017 0027 0014 0023 001F 0029 002F 000B 000C 0005 0024 000B 000C 0005 001E 0025 0026 0031 0032 0025 0026 0031 0032 0025 0026 0031 0032
002B 0028 001F 0029 0014 0020 0014 0029 002F 0016 0014 0029 002F 000B 0005 0011 000E 000B 0012 0001 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004
0005 0024 000B 001F 0029 0014 0020 0014 0029 0014 0020 0014 0029 002F 0005 001A 000D 000E 0005 001A 000D 000E 000B 000C 000D 000E 000B 000C 000D 000E 000B 000C
0005 0011 000E 000B 001F 0029 0014 0020 0014 0029 0014 0020 0014 0029 001D 0028 000C 000D 0005 002C 0026 0031 0032 0025 0026 0031 0032 0025 0026 0031 002F 000B
0005 001A 000D 000E 000B 001F 0029 0014 0020 0014 0029 0014 0020 002A 002B 0024 000B 000C 0012 0001 0004 0004 0004 0004 0004 0004 0004 0004 0004 0036 0011 000E
0005 0028 000C 000D 000E 000B 001F 0029 0014 0020 0014 0029 0014 0020 001D 0011 000E 000B 0005 0011 000E 0016 0026 0031 0032 0025 0026 0019 000E 0005 001A 000D
0005 0024 000B 000C 000D 000E 000B 001F 0029 0014 0020 0014 0029 002A 002B 001A 000D 000E 0005 0006 0031 0037 0001 0004 0004 0004 0036 001A 000D 0005 0028 000C
0005 0033 002F 000B 000C 000D 000E 000B 001F 0029 0014 0020 0014 0029 001D 0028 000C 000D 0012 0001 0004 0034 000A 000B 000C 000D 0005 0028 000C 0005 0024 000B
0012 0013 0029 002F 000B 000C 000D 000E 000B 001F 0029 0014 0020 002A 002B 0024 000B 000C 0005 0024 000B 000C 000D 001B 001C 000C 0005 0024 000B 0005 0011 000E
0005 002C 0014 0029 002F 000B 000C 000D 000E 000B 001F 0029 0014 0023 0005 0011 000E 000B 0005 0011 000E 000B 000C 0021 0024 000B 0005 0011 000E 0005 001A 000D
0035 0013 0020 0014 0029 002F 000B 000C 000D 000E 0016 0014 0030 000E 0005 001A 000D 000E 0005 001A 000D 000E 000B 0005 0011 000E 0005 001A 000D 0005 002C 0010
002B 0033 0014 0020 0014 0029 002F 000B 000C 0027 0014 0023 000C 000D 0022 0023 000C 000D 0005 0028 000C 000D 000E 0005 001A 000D 0005 0028 000C 0012 0001 0004
0012 0013 0030 001F 0020 0014 0029 002F 000B 001F 0030 000E 000B 000C 000D 000E 000B 000C 0005 0024 000B 000C 000D 0022 0023 000C 0022 000A 000B 0022 0030 000E
0005 0028 000C 0027 0014 0020 0014 0029 002F 000B 000C 000D 000E 000B 000C 000D 000E 000B 0005 0011 000E 000B 000C 000D 000E 000B 000C 000D 000E 000B 000C 000D
001D 001E 0025 0038 0033 0038 002C 0038 0033 0032 0025 0026 0031 0032 0025 0026 0031 0032 001D 0010 0031 0032 0025 0026 0031 0032 0025 0026 0031 0032 0025 0026
