ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-087-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 58

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0000 0002 0002 0003
0004 0005 0006 0007 0008 0009 0006 0007 000A 0005 0006 0007 000A 0005 0006 0007 0008 000B 000C 000D 000A 0005 0006 0007 000A 0005 0006 000E 000F 0005 0006 0010
0011 0012 0005 0013 0014 0015 000B 0016 0007 000A 0017 000C 0018 0012 0005 0006 0019 0000 001A 001B 001C 0012 0017 000C 0018 0012 0017 000C 0018 001D 000B 001E
001A 001F 0008 0014 0020 0021 0022 0023 000C 0018 0024 0002 0022 0025 0012 0005 0010 001F 0010 0026 0027 0025 0024 0002 0022 0025 0024 0002 0002 0002 0003 0028
0010 001B 0027 0015 0009 0006 0007 0021 0002 0022 0025 0012 0005 0027 0029 000A 0010 002A 001E 0004 0005 0027 0029 000A 0005 0027 0029 000A 0005 0006 0010 0004
000E 002B 0006 002C 0004 0005 0006 0007 000A 0005 0027 0025 0012 0005 0006 0007 002D 0002 002E 0029 000A 0005 0006 0007 000A 0005 0006 0007 000A 0005 0010 001F
0007 000A 0005 000E 0025 001D 000B 0016 0007 000A 0005 0027 0029 000A 0005 0006 0007 000A 0005 0006 0007 000A 0005 0006 0007 000A 0005 0006 0007 000A 000E 0020
0006 0007 000A 0005 0021 0002 0022 0023 0016 0007 000A 0005 0013 000D 000A 0005 0006 0007 000A 0005 0006 0007 000A 0005 0006 0007 000A 0005 0006 0007 0008 0009
0017 0016 0007 0008 0009 0006 0007 002C 002F 000C 000D 0008 0014 0030 000D 000A 0005 0006 0007 0008 0009 0006 0007 000A 0005 0006 0007 000A 0005 0006 002C 0004
002C 0026 0006 0027 0015 0009 0006 0031 0000 0022 0030 0014 000F 0027 0030 0018 001D 0009 0006 0027 0015 0009 0006 0007 000A 0005 0006 0007 000A 0005 0010 001F
000E 0015 0009 0006 0027 0015 0009 0010 001F 000A 0027 0030 0018 0012 0021 0002 0022 0015 000B 0016 0027 000F 0005 0006 0007 000A 0005 0006 0007 000A 0010 001B
0013 0014 0015 000B 000C 0032 0004 0010 001B 0007 000A 0019 0033 0025 001D 000B 0016 0021 0022 002B 0013 000D 000A 0005 0006 0007 0008 0009 0006 0007 0010 0026
002C 001B 0021 0002 0002 002E 0029 0010 0026 0006 001C 0034 0023 0024 0002 0022 002B 0013 0018 001D 0014 0020 0007 000A 0005 0006 002C 0004 0005 0013 001E 0004
0010 0026 0006 001C 0012 0005 0013 0034 000F 0005 002C 001F 0027 002B 0006 0007 000A 0021 0002 0022 000F 0005 0006 001C 0012 0005 000E 0025 0012 0019 0035 0029
0010 0004 0017 0014 0029 0008 0014 0020 0007 000A 000E 0020 0007 000A 0005 0006 001C 0012 0005 0006 0007 000A 0005 0027 0029 000A 0005 002C 001F 0010 002F 0016
0010 001F 002C 0026 0013 0014 000F 0005 0006 0007 000A 0005 0006 0007 000A 0017 0014 0029 000A 0005 0006 0007 000A 0005 0006 0007 000A 0010 001B 002D 001A 0026
000E 0030 0034 000F 002C 001B 0007 000A 0005 0006 0007 0008 0009 0006 001C 0014 002B 0006 0007 000A 0005 0006 0007 0008 0009 0006 0007 000E 0023 0016 000E 000F
0008 0014 0020 0007 0010 0026 0006 0007 000A 0005 0006 0027 0015 0009 0027 0025 0012 0005 0006 0007 000A 0005 0013 0014 0015 0009 0006 0007 002C 0026 0006 0007
002C 0004 0005 0013 0034 000F 0005 0006 0007 000A 0005 0006 0027 0015 000B 0032 001F 000A 0005 0006 0007 000A 002C 001B 002C 0004 0005 0006 0010 0004 0017 0016
0010 0011 001D 0032 001B 0007 000A 0005 0006 0007 000A 0005 0006 0021 0003 0035 0030 000D 000A 0005 0006 0007 0010 0026 0010 001F 000A 0005 0010 001F 002C 0026
0031 0000 0002 0036 0026 0006 0007 000A 0005 0006 0007 000A 0005 0013 001E 0037 0014 0020 0007 000A 0005 0006 0010 0004 0010 001B 0007 000A 0010 001B 0010 0004
000E 0038 0038 0034 000F 0005 0006 0007 000A 0005 0006 0007 0008 0024 0001 0022 000F 0005 0006 0007 000A 0005 000E 0025 0034 002B 0006 0007 000E 0023 0034 0029
001C 0024 0022 0020 0007 000A 0005 0006 0007 000A 0005 0006 002C 0004 0005 0006 0007 000A 0005 0006 0007 000A 0005 0027 0029 000A 0005 0006 0007 0027 002B 0006
002C 001F 000A 0005 0013 000D 000A 0005 0006 0007 000A 0005 0010 0011 001D 0009 0006 001C 0012 0017 0016 0007 000A 0005 0006 0007 000A 0005 0006 001C 0012 0005
000E 0020 0007 000A 002C 001B 0007 000A 0005 0006 0007 000A 002D 0002 0022 000F 0017 0014 0029 002C 0026 0013 000D 000A 0005 0006 0007 000A 0017 0014 0025 0012
0008 0009 0006 001C 0034 002B 0006 0007 000A 0005 0006 0007 000A 0017 0016 0007 002C 0026 0006 0010 0037 0014 0020 0007 000A 0005 0006 0007 0027 0023 0014 0029
002C 0004 0005 002C 001F 000A 0005 0006 001C 001D 000B 0016 001C 0014 002B 0013 0034 000F 0005 002D 0022 000F 0005 0006 0007 000A 0005 0006 0007 0027 002B 0006
000E 0025 001D 001E 002A 0018 0012 0005 0019 0000 0022 0023 0014 0029 000A 002C 001B 0007 000A 0005 0006 001C 0012 0017 0016 001C 0012 0017 0016 001C 001D 0009
0005 0019 0000 0001 0002 001A 001F 000A 0010 001B 0007 002C 0026 0006 0007 0010 002F 000C 0018 0012 0005 0027 0025 0014 002B 0027 0029 0027 002B 0021 0022 000F
000A 0010 001B 0007 000A 0010 002A 0018 0034 0023 000C 0034 000F 0017 000C 0039 0002 0002 0022 0029 000A 0005 0027 0029 000A 0005 0006 0007 0008 0009 0006 0007
0007 0010 0026 0006 0007 002D 0002 0022 0029 0021 0022 0020 0007 0021 0022 0020 0007 000A 0005 0006 0007 000A 0005 0006 0007 000A 0005 0006 0027 000F 0005 0006
000C 001E 0037 000B 000C 0018 001D 000B 000C 0018 001D 000B 000C 0018 001D 000B 000C 0018 001D 000B 000C 0018 001D 000B 000C 0018 001D 000B 000C 0018 001D 000B
