ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-026-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 27

0000 0000 0000 0000 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000 0000
0002 0003 0004 0005 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006
0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004
0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003
0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002
0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006
0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004
0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003
0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002
0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006
0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004
0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003
0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002
0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006
0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004
0004 0006 0002 0003 0004 0007 0008 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0009 000A 0002 0003
0003 0004 0006 0002 0003 000B 000C 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 000B 000D 0006 0002
000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A 000E 000F 0009 000A
000B 0010 000B 000D 000B 0010 000B 000D 000B 0010 000B 000D 000B 0010 000B 000D 000B 0010 000B 000D 000B 0010 000B 000D 000B 0010 000B 000D 000B 0010 000B 000D
0011 0007 0008 0012 0011 0007 0008 0012 0011 0007 0008 0012 0011 0007 0008 0012 0011 0007 0008 0012 0011 0007 0008 0012 0011 0007 0008 0012 0011 0007 0008 0012
0013 000B 000C 000B 0013 000B 000C 000B 0013 000B 000C 000B 0013 000B 000C 000B 0013 000B 000C 000B 0013 000B 000C 000B 0013 000B 000C 000B 0013 000B 000C 000B
0002 0003 0004 0006 0002 0003 0009 000A 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0007 0008 0003 0004 0006
0006 0002 0003 0004 0007 0008 000B 000D 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 000B 000C 000E 000F 0004
0004 0006 0002 0003 000B 000C 000E 000F 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0012 0011 000B 0010 0003
0003 0004 0006 0002 0012 0011 000B 0010 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 000B 0013 0009 000A 0002
0002 0003 0004 0006 000B 0013 0009 000A 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0007 0008 000B 000D 0006
0006 0002 0003 0004 0007 0008 000B 000D 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 000B 000C 000E 000F 0004
0004 0006 0002 0003 000B 000C 000E 000F 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0012 0011 000B 0010 0003
0003 0004 0006 0002 0012 0011 000B 0010 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 000B 0013 0009 000A 0002
0002 0003 0004 0006 000B 0013 0009 000A 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0007 0008 000B 000D 0006
0006 0002 0003 0004 0007 0008 000B 000D 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 0004 0006 0002 0003 000B 000C 000E 000F 0004
0014 0015 0016 0017 0018 0019 0016 0017 0014 0015 0016 0017 0014 0015 0016 0017 0014 0015 0016 0017 0014 0015 0016 0017 0014 0015 0016 0017 0014 0018 001A 0017
