ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-077-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 76

0000 0000 0000 0001 0002 0002 0002 0002 0002 0002 0003 0000 0001 0002 0003 0000 0004 0005 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0006 0000
0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A
000A 0007 000D 000E 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000B 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000D 000E
0009 000A 0010 000C 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 000B 0011 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0010 000C
0008 0009 000B 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 0012 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000B 000F
0007 0008 000B 0011 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 000B 0011
000A 0007 000B 0012 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000B 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 0012
0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 000B 0011 0007 0008 0013 0014 0015 0008 0009 000A 0007 0008 0009 000A 000B 000C
0008 0009 000B 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 0012 000A 0016 0017 0018 0019 0015 0008 0009 000A 0007 0008 0009 000B 000F
0007 0008 000B 0011 0007 0008 0009 000A 0007 0008 0009 001A 0015 0008 0009 000A 000B 000C 0009 0010 000F 0008 001B 0019 0015 0008 0009 000A 0007 0008 000B 0011
000A 0007 000B 0012 000A 0007 0008 0009 000A 0007 000D 001C 0011 0007 0008 0009 000B 000F 0008 000B 0011 0007 0008 001B 0019 0015 0008 0009 000A 0007 000B 0012
0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 001D 001E 001F 000A 0007 0008 000B 0011 0007 000B 0012 000A 0007 0008 0010 0011 0007 0008 0009 000A 000B 000C
0008 0009 0020 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 0012 000A 000B 0021 0022 0014 0023 0024 001F 000A 0007 0008 0009 0025 000F
0007 0008 000B 0026 0015 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 000B 000C 0009 0027 0000 0000 0000 0018 0028 0008 0009 000A 0007 000D 0029 0011
000A 0007 0027 002A 0011 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000B 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 002B 002C 001F
0009 000A 0007 000B 002D 0014 0023 002E 0022 0014 0023 002E 0022 0014 0023 002E 0029 0026 0023 002E 0022 0014 0023 002E 0022 0014 0023 002E 0022 0029 000F 0008
002F 0009 000A 0030 0005 0031 0032 0033 0034 0020 0025 0031 0033 0005 0000 0000 0004 0005 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0035 0011 0007
0007 0008 0013 0029 0036 0037 0038 0039 000F 0008 0009 003A 003B 000C 0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 000B 002D 003C
000A 0007 002B 003D 0031 003E 0021 0029 0011 0007 0008 003A 003B 000F 0008 0009 000B 000F 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0027 002A 0012
0009 000A 000B 0021 003F 0040 0032 003E 0012 000A 0007 003A 003B 0011 0007 0008 000B 0011 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 000B 000C
0008 0009 0025 0032 0041 0042 0042 003B 000C 0009 000A 003A 003B 002D 0014 0023 0029 0012 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0034 000F
