ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-004-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 43

0000 0001 0002 0002 0002 0000 0001 0003 0001 0002 0002 0004 0002 0002 0003 0001 0002 0002 0002 0000 0001 0002 0002 0002 0002 0002 0004 0002 0002 0002 0002 0002
0005 0006 0007 0008 0009 0005 000A 000B 000C 000D 0007 0008 0009 000D 0005 000E 0009 000D 0007 0005 000C 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008
0005 000C 000D 0007 0008 000F 0002 0010 0011 0009 000D 0007 0008 0009 0005 0012 0008 0009 000D 0005 000E 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007
0005 0013 0014 0015 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0005 0006 0007 0008 0009 0005 0012 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D
0016 0001 0017 000C 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0005 000C 000D 0007 0008 0005 0006 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009
0005 0018 000B 000E 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0019 0011 0009 000D 0007 0019 001A 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008
0016 0001 0010 001B 001C 0014 001D 001E 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007
0005 000E 0009 000D 001F 0001 0017 0006 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D
000B 000A 0020 0014 000B 000A 000B 0021 001D 0022 0020 0014 001D 0022 0020 0023 000D 0007 0008 0024 001D 0022 0020 0014 001D 0022 0020 0014 001D 0022 0020 0014
0000 0001 0002 0002 0004 0002 0004 0002 0002 0002 0002 0002 0002 0002 0025 0011 0009 000D 0007 0026 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0005 000C 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007
0005 000E 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D
0005 0012 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009
0005 0006 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008
0005 000C 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007
0005 000E 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D 0007 0008 0009 000D
