ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-076-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 83

0000 0001 0002 0003 0004 0003 0002 0003 0002 0005 0005 0005 0006 0005 0003 0002 0005 0005 0003 0002 0003 0002 0005 0005 0005 0005 0005 0005 0005 0005 0005 0005
0007 0008 0009 000A 000B 000C 000D 000C 000E 000F 0010 0011 0012 000F 0013 0014 0012 000F 0013 0014 0013 0015 0010 0011 0012 000F 0010 0011 0012 0016 0010 0011
0013 0017 0018 0019 001A 000E 001B 000D 001C 0012 000F 0010 0011 0012 000A 0009 0011 0012 000A 0009 0013 001D 000F 0010 0011 001E 0018 0019 001C 001E 0018 0010
001F 0020 000B 001A 000D 001C 0012 001B 0009 0011 0012 000F 0019 0021 0022 0023 0024 0021 0022 0023 0025 0014 0012 000F 0010 001B 000E 001B 0009 001B 000E 000F
0013 0026 001A 000E 001B 000D 001C 001E 0018 0010 0011 0012 0027 0028 0028 0028 0028 0028 0028 0028 0029 002A 0011 0012 000F 0010 0011 0012 000F 0019 001C 0012
001F 0020 000D 001C 001E 001A 000D 002B 0017 0023 0024 0021 002C 002D 002D 002D 002D 002D 002D 002D 002E 0015 0010 002F 0022 0023 0024 0030 0012 001B 0009 0011
0013 001D 001B 0009 001B 000B 0031 0004 0005 0005 0005 0005 0032 0033 0034 0035 0033 0035 0033 0034 0036 001D 000F 0037 0005 0005 0038 002A 0011 001E 0018 0010
0013 0014 001E 0018 0010 0037 0039 0015 0010 0011 0012 000F 0013 0014 0012 0013 002A 0013 001D 000F 0013 0014 0012 003A 003B 0011 0013 0015 0010 001B 000E 000F
0013 0026 001A 000B 0018 0019 0025 001D 003C 0010 003C 0012 0013 002A 0011 0013 0015 0013 0014 0012 0013 002A 002F 001A 003D 0010 0013 001D 000F 0019 001C 0012
001F 0020 0009 001B 000E 0037 0039 0014 003E 003A 003F 0011 0013 0015 0010 0013 0017 0025 002A 0011 0013 0015 001B 0040 0012 000F 0013 0014 0012 001B 0009 0011
0013 001D 000F 0010 0011 0012 0013 002A 0011 0041 0015 0010 0013 001D 000F 0042 0003 0043 003D 0010 0013 001D 000F 0010 0011 001E 0025 002A 0011 001E 0018 0010
0013 0014 0012 000F 0010 0011 0013 0015 0010 0013 001D 000F 0013 0014 0012 000F 0013 0014 0012 000F 0013 0014 0012 000F 0010 0037 0039 0015 0010 001B 000E 000F
0013 002A 0011 0012 000F 0010 0013 0044 000F 0013 0045 0012 0013 002A 0011 0012 0013 002A 0011 0012 0013 0026 0021 0046 000F 0010 0013 001D 000F 0019 001C 0012
0013 0015 0010 0011 0012 000F 0013 0014 0012 0013 002A 0011 0013 0015 0010 0011 0013 0015 0010 0011 001F 0002 0047 0048 0046 000F 0013 0014 0012 001B 0009 0011
0049 001D 000F 0010 0011 0012 0049 002A 0011 0013 0015 0010 0013 001D 000F 0010 0013 001D 000F 0010 0013 001D 000F 001B 0040 0012 0013 002A 0011 001E 0018 0010
0013 0014 0012 000F 0019 001C 0013 0015 004A 0013 001D 0016 0013 0014 0012 000F 0013 0014 0012 000F 0013 0014 0012 003A 003B 0011 0013 0015 0010 001B 000E 000F
0013 002A 0011 0012 001B 0009 0013 001D 000F 0013 0014 0012 0013 002A 0011 0012 0013 002A 0011 0012 0013 002A 0011 001B 003D 0010 0013 001D 000F 0019 001C 0012
0013 0015 0010 0011 0012 000F 0013 0014 0012 000A 0009 0011 0013 0015 0010 0011 0013 0015 0010 0011 0013 0015 0010 0011 001E 0018 0013 0014 0012 001B 0009 0011
0013 001D 003A 003B 0011 0012 0013 002A 0011 0012 000F 0010 0013 001D 000F 0019 0025 0017 0018 0010 0013 001D 004B 003B 001B 000E 0013 002A 0011 001E 0018 0010
0013 0014 001B 003D 0010 0011 0013 0015 004A 0011 0012 000F 0013 0014 0012 0037 004C 0020 000E 000F 0013 0014 0041 0015 0019 001C 0013 0015 0010 001B 000E 000F
0013 002A 0011 0012 000F 0019 0025 001D 000F 0010 004D 0012 0013 002A 0011 0012 0013 002A 0011 0012 0013 002A 0013 001D 0041 002A 0013 001D 000F 0019 001C 0012
0013 0015 0010 0011 0012 0037 0039 0014 0012 000F 0010 0011 0013 0015 0010 0011 0013 0015 0010 0011 0013 0015 0013 0014 0013 0015 0013 0014 0012 001B 0009 0011
0013 001D 000F 0010 0011 0012 0013 002A 0011 0012 000F 0010 0013 001D 000F 0010 0013 001D 000F 0010 0013 0017 0025 002A 0013 0017 0025 002A 0011 001E 0018 0010
0013 0014 0012 000F 0010 0011 0013 004E 0024 001C 001E 0023 0025 0014 0012 000F 0013 0014 0012 000F 001F 0002 004F 003D 0042 0005 0039 0015 0010 001B 000E 000F
0013 002A 002F 0046 000F 0010 001F 0002 0038 0050 0051 0002 0039 002A 0011 0012 0013 002A 0011 0012 0013 002A 0011 0012 000F 0010 0013 001D 000F 0019 001C 0012
0013 0015 001B 0040 0012 000F 0013 0014 0013 0015 0013 0014 0013 0015 0010 0011 0013 0015 0019 0021 0025 004E 0024 0021 0022 0023 0025 0014 0012 001B 0009 0011
0013 001D 000F 0010 0011 0012 0013 0026 0025 001D 0013 0026 0025 001D 000F 0010 0013 001D 0037 0005 0006 0005 0005 0005 0005 0005 004F 0009 0011 001E 0018 0010
0013 0014 0012 000F 0010 0011 0042 0005 004F 0040 0042 0005 0039 0014 0012 000F 0013 0014 0012 000F 0010 0011 001E 0018 0010 0011 0012 000F 0010 001B 000E 000F
0013 002A 0011 003E 000F 0010 0011 0012 003A 003B 0011 0012 0013 002A 002F 0022 0025 0026 0021 0022 0023 0024 002B 001D 003A 0024 001C 001E 0018 0019 001C 0012
0013 0015 0010 0011 0012 003A 003B 0011 001B 003D 0010 0011 0013 0015 0037 0005 0006 0005 0005 0005 0005 0005 0039 0014 0037 0047 0009 001B 000E 001B 0009 0011
0013 001D 000F 0010 002F 001A 003D 0010 0011 0012 000F 0010 0013 001D 000F 0010 0011 0012 000F 0010 0011 0012 000A 0009 0011 0012 000F 0010 0011 0012 000F 0010
0025 0052 0022 0023 002B 0052 0022 0023 0024 0021 0022 0023 0025 0052 0022 0023 0024 0021 0022 0023 0024 0021 0022 0023 0024 0021 0022 0023 0024 0021 0022 0023
