ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-070-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 57

0000 0001 0002 0000 0003 0001 0002 0000 0003 0000 0001 0002 0000 0003 0001 0002 0001 0002 0003 0001 0002 0004 0002 0000 0001 0002 0001 0005 0000 0000 0001 0005
0006 0007 0008 0009 0006 0007 0008 0009 0006 000A 0007 000B 000C 000A 0007 000D 000E 000F 0010 0007 0011 000E 0012 0013 0007 0014 000E 0015 0006 0016 000E 0015
0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 0016 0018 000B 000C 000A 0010 0017 0019 000A 0010 001A 0018 000F 0010 001A 0018 000F 0010
0010 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 0018 000F 0017 000B 000C 000A 0010 0013 0006 0016 0018 0015 0006 0016 0018 0015 0006 000A
001B 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 000A 0017 000B 000C 000A 0010 001A 0018 000F 0010 001A 0018 000F 0010 0013 001D
001E 0014 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 000A 0017 000B 000C 0016 0018 0015 0006 0016 0018 0015 0006 000A 001F 0020
0013 0017 0014 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 000A 0017 000B 0018 000F 0010 001A 0018 000F 0010 0013 001D 0018 0012
0010 0013 0017 0014 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 000A 0017 0015 0006 0016 0018 0015 0006 000A 001F 0018 0019 000A
001B 001C 0013 0017 0014 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 000A 0010 001A 0018 000F 0010 0013 001D 0018 0012 0013 001D
001E 0014 001C 0013 0017 0014 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 000C 0016 0018 0015 0006 000A 001F 0018 0019 000A 001F 0020
0013 0017 0014 001C 0013 0017 0014 001C 0013 0006 0017 0008 0009 0006 0017 0008 0009 0006 000A 0017 000B 0021 0022 0010 0013 001D 0018 0012 0013 001D 0018 0012
