ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-020-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 34

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 000D 000E 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0010 0013 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 001B 001A 0017 0018 000C 0008 0005 000B 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 001E 0002 0002 001F 0012 0007 0008 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 000B 000C 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 000D 000E 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0020 0010 0012 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0010 0013 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 0007 000D 0017 0018 000C 0008 0009 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 0006 001E 0002 001F 0012 0007 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 000B 000C 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 0008 0005 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0010 0012 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0007 0008 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 001B 001A 0017 0018 000C 0008 0005 000B 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 001E 0002 0002 001F 0012 0007 0008 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 000B 000C 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 000D 000E 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0010 0012 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0010 0013 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 0007 000D 0017 0018 000C 0008 0009 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 0006 001E 0002 001F 0012 0007 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 000B 000C 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 000D 000E 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0010 0012 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0010 0013 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 001B 001A 0017 0018 000C 0008 0009 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 001E 0002 0002 001F 0012 0007 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 0006 0007 0008 0005 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0005 0006 0007 0008 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 0007 000D 0017 0018 000C 0008 0005 000B 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 0006 001E 0002 001F 0012 0007 0008 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 000B 000C 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 000D 000E 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0010 0012 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0010 0013 0014
0015 0016 0007 000D 0017 0018 0019 001A 0017 0018 0019 001A 000E 0006 001B 001A 0017 0018 000C 0008 0009 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
001C 001D 0006 001E 0002 0002 0002 0002 0002 0002 0002 001F 0013 0005 001E 0002 0002 001F 0012 0007 001E 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0007 0008 0005 0006 0007 0008 0005 000B 000C 0008 0005 0006 0007 0008 0005 0006 0007 0008 0009 000A 0007 0008 0005 000B 000C 000D 000E 0006
0003 000F 0008 0005 0006 0007 0008 0005 0006 0007 0008 0010 0012 0007 0008 0005 0006 0007 0008 0005 0006 0007 0010 0011 0006 0007 0008 0010 0012 0010 0013 0014
0015 0021 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A 0017 0018 0019 001A
