ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-090-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 53

0000 0000 0001 0002 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0003 0000 0000 0000 0000 0000 0000 0000 0000 0000
0004 0005 0006 0007 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009
0009 0004 000A 000B 000C 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 000D 000E 0005 0008 0009 0004 0005 0008
0008 0009 0004 000F 0010 0009 0004 0005 0008 0009 0004 0005 0008 000D 000E 0005 0008 0009 0004 0005 0008 0009 0004 0005 000F 0011 000E 0005 0008 000D 000E 0005
0012 0013 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 000F 0014 0004 0005 0008 0009 0015 0016 0008 0009 0004 0005 000F 0011 000E 0005 000F 0014 0004
000F 0017 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 000F 0018 0016 0008 0009 0004 0005 000F 0011 000E 0005 0008 0009
0009 0015 0016 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 000F 0018 0016 0008 0009 0004 0005 000F 0014 0004 0005 0008
0019 001A 0018 001B 0013 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 0005 0019 000C 0004 0005 0008 000F 0018 0016 0008 0009 0004 0005 0008 0009 0004 0005
001A 0010 001C 001D 001E 0013 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 000F 000B 000C 0004 0005 0008 000F 0018 0016 0008 0009 0004 0005 0008 0009 0015
001F 0005 0008 000D 001A 0017 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 000F 000B 000C 0004 0005 0008 000F 0018 0016 0008 0009 0004 0012 0020 001A
000C 0004 0005 000F 0011 000E 0005 0008 0009 0004 0005 0008 0009 0004 0005 0008 0009 0004 000F 000B 0021 000E 0005 0008 000F 0018 0016 0008 0009 001C 001D 000B
0022 0009 0004 0005 0023 0007 0004 0005 0008 0009 0004 0005 0008 000D 000E 0005 0019 000C 0004 0024 0025 0011 000E 0005 0008 000F 0018 0016 0008 0009 0004 0023
0026 0008 0009 0015 0027 0022 0009 0004 0005 0008 0009 0004 0005 000F 0011 000E 000F 0010 0009 0006 0026 000F 0011 000E 0005 0019 001A 001F 0005 0008 0009 0006
0028 0012 0020 0029 002A 0017 0008 000D 000E 0005 0008 0009 0004 0005 000F 0011 000E 0005 0008 0006 0028 0005 000F 0014 0015 001A 0010 0009 0015 0016 0008 0006
0007 0024 0025 0010 0009 0004 0005 000F 0011 000E 0005 0008 0009 0004 0012 001A 0014 0004 0005 0006 0007 0004 0005 0008 000F 001F 0005 0019 001A 0018 001B 0027
