ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-048-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 57

0000 0001 0002 0002 0002 0002 0002 0002 0003 0004 0002 0005 0002 0002 0002 0003 0001 0002 0002 0002 0002 0002 0003 0001 0002 0002 0002 0002 0002 0002 0002 0002
0006 0007 0008 0009 000A 000B 0008 0009 000C 000D 0008 0009 000A 000B 0008 000C 000E 000B 000F 0010 000A 0011 0012 0013 0014 000B 0008 0009 000A 000B 0008 0009
0006 0015 000B 0008 0009 0016 000B 0008 0009 000A 000B 0008 0017 0018 0019 0008 0009 000A 000C 001A 0009 000C 000D 000C 001B 000A 0011 001C 0009 000A 000B 0008
0006 001D 000A 000B 0008 0009 000A 0011 001C 001E 0014 000B 000C 001F 000E 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 0003 0020 0008 0009 000A 000B
0021 0022 0009 000A 000B 0008 0009 0003 0020 0003 001D 000A 000C 001A 0009 0023 0019 0008 0009 0023 0019 0008 0009 000A 000B 0008 0006 0015 000B 000F 0024 0018
0003 0020 0008 0025 000A 0011 001C 0006 0015 000C 0026 0010 000A 000B 0008 000C 000E 000B 0008 000C 000E 0011 001C 0009 000A 000B 0006 001D 000A 0027 0002 0002
0006 0015 000B 000F 0010 000C 000D 000C 001B 0023 0028 001A 0009 000A 000B 0008 0009 0023 0019 0008 0009 000C 0029 002A 0010 000A 000C 001A 0009 000A 000B 0008
0006 001D 000A 000C 001A 0009 000A 000B 0008 000C 000E 000B 0008 0009 000A 000B 0008 000C 000E 000B 0008 0009 0027 002B 001A 0009 000A 000B 000F 0024 0014 000B
0006 0022 0009 0023 0019 000F 0010 000A 000B 0008 0009 000A 000B 000F 0010 0023 0019 000F 0010 000A 000B 0008 0009 000A 000B 000F 0010 000A 0027 002B 001B 000A
0021 0020 0008 000C 000E 000C 0026 0010 000A 000B 0008 0009 000A 000C 001A 000C 000E 000C 001A 0009 000A 0011 002C 0009 0023 0028 001A 0009 0023 0019 0008 0017
0003 0015 000B 0008 0009 000A 000C 001A 0017 0014 000B 0008 0009 000A 000B 000F 0010 000A 000B 000F 0010 000C 000D 0008 000C 000E 000B 0008 000C 000E 000B 0027
0006 001D 000A 0011 001C 0009 0023 0019 000C 001B 000A 000B 0008 0009 000A 000C 0026 0010 000A 0003 0022 0009 0023 0019 0008 0009 000A 000B 0008 0009 000A 000B
0006 0022 0009 000C 000D 0008 000C 000E 000B 0008 0009 000A 000B 0008 0009 0023 002D 0022 0009 000C 000D 0008 000C 000E 0011 001C 0009 000A 000B 0008 0009 000A
0006 0020 000F 0024 0014 000B 0008 0009 000A 0011 001C 0009 0023 002E 001C 000C 002F 000D 0008 0009 000A 000B 0008 0009 000C 000D 0008 0017 0018 0019 0008 0009
0006 0015 0027 002B 001B 000A 000B 0008 0009 000C 000D 000F 0030 002B 000D 000C 001B 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 000C 001F 000E 000B 0008
0021 001D 000A 000B 0008 0017 0014 000B 0008 0009 000A 000C 001A 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 000F 0010 000A 0006 0022 0009 000A 0011
0003 0022 0009 000A 000B 000C 001B 000A 0011 001C 0009 0023 0019 0008 0009 0023 0019 000F 0010 000A 000B 0008 0009 000A 0003 0022 0009 000C 000D 0008 0009 0027
0006 0020 000F 0010 000A 000B 0008 0009 000C 000D 0008 000C 000E 000B 0008 000C 000E 000C 001A 0009 000A 000B 0008 0009 000C 000D 0008 0009 000A 0011 001C 0009
0006 0015 000C 001A 0009 0023 0019 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000C 000D 0008
0006 001D 0023 0019 0008 000C 000E 000B 0008 0009 000A 0011 001C 0009 000A 000B 0008 0017 0014 000B 000F 0010 000A 0011 001C 0009 0023 0019 0008 0025 000A 000B
0006 0022 000C 000E 000B 0008 0009 000A 0011 001C 0009 000C 000D 0008 0017 0014 000B 000C 001B 000A 000C 001A 0009 000C 000D 0008 000C 000E 000B 0031 0010 000A
0006 0020 000F 0010 000A 0011 001C 0009 000C 000D 0008 0017 0014 000B 000C 001B 000A 0011 001C 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 0003 0032 0010
0006 0015 000C 001A 0009 000C 000D 0008 0009 000A 000B 000C 001B 000A 000B 0008 0009 000C 000D 0008 0017 0014 000B 0008 0009 000A 0011 001C 0009 0003 001F 001A
0006 001D 000A 000B 0008 0009 000A 000B 000F 0010 000A 000B 0008 0009 0023 0019 0008 0017 0014 000B 000C 001B 000A 000B 0008 0009 000C 000D 0008 0006 0015 000B
0006 0022 0009 000A 000B 000F 0010 000A 000C 001A 0009 0023 0019 0008 000C 000E 000B 000C 001B 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 000C 001B 000A
0006 0020 000F 0010 0023 0028 001A 0009 000A 000B 0008 000C 000E 000B 0008 0009 000A 0011 001C 0009 0023 0019 0008 0017 0014 000B 000F 0010 000A 000B 0008 0009
0006 0033 000C 001A 000C 000E 000B 0008 0017 0014 000B 000F 0010 000A 000B 000F 0010 000C 000D 0008 000C 000E 000B 000C 001B 000A 000C 001A 0009 0023 0019 0008
0006 001D 000A 000B 0008 0009 000A 000B 000C 001B 000A 000C 001A 0009 000A 0003 0022 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 000C 000E 000B
