ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-103-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 56

0000 0001 0001 0001 0001 0001 0002 0003 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0005 0004 0004 0004 0004 0004 0004 0005 0004 0004 0004 0005 0004 0004
0006 0007 0007 0007 0007 0007 0008 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D
0006 0007 0007 0007 0007 0007 0008 000E 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C
0006 0007 0007 000F 0010 0011 0012 0013 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B
0006 0007 0007 0008 0014 0015 0016 0017 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A
0006 0007 0007 0008 0018 0019 001A 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 0015 0016 0017 000B 000C 000D
0006 0007 0007 0008 0009 0006 0008 001B 0016 001C 001D 001E 0016 0017 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 001F 0020 0009 000A 000B 000C
0021 0010 0011 0012 0022 0023 0024 0004 0004 0004 0004 0004 0020 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 0025 000E 000D 000A 000B
0025 000E 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 0025 000E 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0025 0014 000C 000D 000A
0025 0014 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0025 0014 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 0025 0018 000B 000C 000D
0025 0018 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 0025 0018 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 0025 0009 000A 000B 000C
0025 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 0025 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 0025 000E 000D 000A 000B
0025 000E 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 0025 000E 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0025 0014 000C 000D 000A
