ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-039-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 60

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0002 0002 0002 0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002
0004 0005 0006 0007 0008 0009 000A 000B 000C 0009 000A 000B 000C 0009 000D 0007 0008 0009 000A 000B 000C 000E 000F 0007 0010 0011 0006 0007 0010 0011 0006 0012
0004 0013 0011 0014 0015 0002 0002 0002 0002 0002 0002 0002 0002 0016 0017 0006 0018 0001 0002 0002 0016 0019 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006
0004 001A 0008 001B 000F 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 001C 000E 001D 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011
0004 001E 001F 0013 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0020 001B 0017 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010
0004 0005 0004 001A 0010 0011 0006 0007 0010 0011 0006 0007 0010 001C 001B 001D 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007
0004 0013 0004 001E 0007 0010 0011 0006 0007 0010 0011 0006 0020 001B 0021 000D 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006
0004 001A 0004 0005 0006 0007 0010 0011 0006 0007 0010 001C 001B 001D 0022 0021 000D 0020 0023 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011
0004 001E 0004 0013 0011 0006 0007 0010 0011 0006 0020 001B 0017 0024 0007 0022 0021 001B 0025 0023 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010
0004 0005 0004 001A 0010 0011 0006 0007 0010 001C 001B 001D 0026 0011 0006 0007 0022 0021 001B 001D 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006 0007
0004 0013 0004 001E 0007 0010 0011 0006 0020 001B 0017 0006 0007 0010 0011 0006 0007 0022 0021 000D 0007 0010 0011 0006 0007 0010 0011 0006 0007 0010 0011 0006
0004 001A 0004 0005 0006 0007 0010 001C 001B 001D 0010 0011 0006 0007 0010 0011 0006 0007 0022 0021 000D 0007 0010 0011 0006 0007 0010 0011 0006 0007 0008 0027
0004 001E 0004 0013 0011 0006 0020 001B 0017 0024 0007 0010 0011 0006 0007 0010 0011 0006 0028 0029 0005 0014 002A 0010 0011 0006 0007 0010 0011 0014 001B 0019
0004 0005 002B 001D 0010 001C 001B 0025 002C 0011 0006 0007 0010 0011 0006 0007 0010 001C 0015 002D 002E 001B 002F 002A 0010 0011 0006 0007 0008 001B 000F 0007
