ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-033-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 81

0000 0001 0002 0000 0003 0001 0004 0004 0004 0004 0004 0004 0004 0005 0004 0006 0000 0001 0004 0004 0004 0004 0004 0004 0004 0004 0002 0007 0003 0008 0009 0009
000A 000B 0000 000C 000D 000E 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 000A 000E 000F 0010 0011 0012 000F 0010 0011 0012 0013 000C 000D 000E 000F 0014
0015 0007 0016 000C 000D 0017 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 000A 0017 0012 000F 0010 0011 0012 000F 0010 0011 0018 0009 0019 001A 0012 0014
0013 000C 000C 000C 000D 001B 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000A 001B 0011 001C 001D 001E 001F 0020 0021 0022 001F 0020 0021 0022 001F 0020
0023 0024 0009 0009 0019 0025 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 000A 0026 0027 0028 0029 002A 002B 002C 002D 001D 002B 002C 002D 001D 002B 002C
002E 000E 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 000A 000B 002F 0030 0031 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004 0004
000A 0017 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 002E 0032 0033 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F
000A 001B 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 001C 0034 0030 0011 0020 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012
000A 0026 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0027 002F 0033 000F 0010 0011 0020 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011
000A 000E 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 001C 002F 0030 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010
000A 0017 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0027 002F 0033 000F 0010 0011 0012 000F 0010 0011 0020 000F 0010 0011 0012 000F 0010 0011 0012 000F
000A 001B 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 0035 001B 0011 0012 000F 0022 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012
000A 0026 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 000A 0026 0010 0011 0012 000F 0027 002C 002D 001D 002B 002C 002D 0036 0010 0011 0012 000F 0010 0011
000A 000E 000F 0010 0011 0012 000F 0027 002C 0037 000F 0010 000A 000E 000F 0010 0011 0012 0038 0001 0004 0004 0004 0004 0029 000E 000F 0010 0011 0012 000F 0010
0039 0017 0012 000F 0010 0011 001C 0028 003A 003B 0037 000F 000A 0017 001C 001D 002B 002C 0039 002A 002B 002C 002D 001D 0039 003C 002D 001D 002B 002C 002D 001D
002E 001B 0011 0012 000F 0027 002F 0033 000F 003D 003B 0037 003E 0030 003F 0004 0004 0004 0005 0004 0004 0004 0004 0004 0005 0004 0004 0004 0004 0004 0004 0004
000A 0026 0010 0011 001C 002F 0030 0011 0012 000F 003D 003B 002D 0036 0027 0040 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011 0012 000F 0010 0011
000A 000E 000F 0027 002F 0033 000F 0010 0011 0012 000F 003F 003A 0033 003D 0041 002C 0042 001D 002B 002C 002D 001D 002B 002C 002D 001D 002B 002C 002D 001D 0043
000A 0017 001C 002F 0030 0011 0012 000F 0010 0011 0012 000F 0010 0011 001C 0028 0004 0004 002E 0001 0004 0004 0004 0004 002E 0001 0004 0004 0004 0004 0029 0026
000A 0044 0045 000B 001D 002B 002C 0037 0046 002B 002C 002D 001D 002B 002F 0033 000F 0010 000A 000B 001D 002B 002C 002D 0039 001B 0011 0012 000F 0010 000A 000E
002E 0001 0005 0004 0004 0004 003A 003B 0028 0004 0004 0004 0004 0029 0044 0040 0012 000F 0031 0004 0004 0004 0004 0004 0047 0025 0010 0011 0012 000F 003E 001A
