ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-009-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 58

0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0003 0004 0005 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0003 0004 0005 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006 0006
0007 0008 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000E 000F 0010 0011 0012 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0009
0007 0008 0013 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 0014 0015 0016 000B 0017 0011 0012 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D
0007 0008 0018 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000E 0015 0019 000D 000A 000B 0017 0011 0012 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C
0007 0008 001A 000B 000C 000D 000A 000B 000C 000D 000A 000B 0014 0015 0016 000B 000C 000D 000A 000B 0017 0011 0012 000B 000C 000D 000A 000B 000C 000D 000A 000B
0007 0008 001B 000A 000B 000C 000D 000A 000B 000C 000D 000E 0015 0019 000D 000A 000B 000C 000D 000A 000B 0017 0011 0012 000B 000C 000D 000A 000B 000C 000D 000A
0007 0008 0013 000D 000A 000B 000C 000D 000A 000B 000C 0017 0016 000B 000C 000D 000A 000B 000C 000D 000A 000B 0017 001C 000A 000B 000C 000D 000A 000B 000C 000D
0007 0008 0018 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C
0007 0008 001A 000B 000C 000D 000A 000B 000C 000D 000E 001D 001E 001F 0020 001D 0021 000D 000E 001D 001E 001F 0020 001D 0021 000D 000A 000B 000C 000D 000A 000B
0007 0008 001B 000A 000B 000C 000D 000E 0022 000C 0023 0024 0025 0025 0025 0026 0027 000C 0028 0025 0025 0025 0025 0029 0018 000C 002A 0012 000B 000C 000D 000A
0007 0008 0013 000D 000A 000B 0014 0015 0016 000B 002B 001B 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 002B 001A 000B 0017 0011 0012 000B 000C 000D
0007 0008 0018 000C 000D 000E 0015 0019 000D 000A 002B 0013 000D 000A 000B 000C 002A 0020 001D 0021 000D 000A 000B 002B 001B 000A 000B 0017 0011 0012 000B 000C
0007 0008 001A 000B 0014 0015 0016 000B 000C 000D 002B 0018 000C 000D 000A 000B 0028 0025 0026 0027 000C 000D 000A 002B 0013 000D 000A 000B 0017 0011 0012 000B
0007 0008 001B 000E 0015 0019 000D 000A 000B 000C 002B 001A 000B 000C 000D 000E 0022 000C 002A 0012 000B 000C 000D 002B 0018 000C 000D 000A 000B 0017 0011 0012
002C 0008 002D 0015 0016 000B 000C 000D 000A 000B 002E 001C 000A 002F 0021 0017 0016 000B 0017 001C 000E 0022 000C 002E 0016 000B 000C 000D 000A 000B 0017 0011
0000 0001 0030 0013 000D 000A 000B 000C 000D 000A 000B 000C 000D 0031 0018 000C 000D 000A 000B 000C 0031 001A 000B 000C 000D 000A 000B 000C 000D 000A 000B 0032
0003 0004 0033 0034 0021 000D 000A 000B 000C 000D 000E 0022 000C 002B 001A 000B 000C 000D 000E 0022 002E 001C 000A 002F 0021 000D 000A 000B 000C 000D 000E 000F
0007 0008 001B 0017 0034 0021 000D 000A 000B 000C 0031 001A 000B 002E 001C 000A 000B 000C 0017 0016 000B 000C 000D 0031 0018 000C 000D 000A 000B 0014 0015 0016
0007 0008 0013 000D 0017 0034 0021 000D 000A 000B 002B 001B 000A 000B 000C 002A 0020 001D 0021 000D 000A 000B 000C 002B 001A 000B 000C 000D 000E 0015 0019 000D
0007 0008 0018 000C 000D 0017 0034 0021 000D 000A 002B 0013 000D 000A 000B 0028 0025 0026 0027 000C 000D 000A 000B 002B 001B 000A 000B 0014 0015 0016 000B 000C
0007 0008 001A 000B 000C 000D 0017 0034 0021 000D 002B 0018 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 002B 0013 000D 000E 0015 0019 000D 000A 000B
0007 0008 001B 000A 000B 000C 000D 0017 0027 000C 002B 0035 001D 001E 001F 0020 0022 000C 002A 0020 001D 001E 001F 0036 0018 000C 0017 0016 000B 000C 000D 000A
0007 0008 0013 000D 000A 000B 000C 000D 000A 000B 0037 0025 0025 0025 0025 0026 0016 000B 0028 0025 0025 0025 0025 0038 0016 000B 000C 000D 000A 000B 000C 000D
0007 0008 0018 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C
0007 0008 001A 000B 000C 000D 000A 000B 000C 000D 000A 002F 0021 000D 000A 000B 000C 000D 000A 000B 000C 000D 000E 0022 000C 000D 000A 000B 000C 000D 000A 000B
0007 0008 001B 000A 000B 000C 000D 000A 000B 000C 000D 0017 0034 0021 000D 000A 000B 000C 000D 000A 000B 0014 0015 0016 000B 000C 000D 000A 000B 000C 000D 000A
0007 0008 0013 000D 000A 000B 000C 000D 000A 000B 000C 000D 0017 0034 0021 000D 000A 000B 000C 000D 000E 0015 0019 000D 000A 000B 000C 000D 000A 000B 000C 000D
0007 0008 0018 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0017 0034 0021 000D 000A 000B 0014 0015 0016 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C
0007 0008 001A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0017 0034 0021 000D 000E 0015 0019 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B
0007 0008 001B 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0017 0034 001E 0015 0016 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A
002C 0008 0009 001F 0020 001D 001E 001F 0020 001D 001E 001F 0020 001D 001E 001F 0039 0030 002D 001F 0020 001D 001E 001F 0020 001D 001E 001F 0020 001D 001E 0009
