ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-054-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 58

0000 0001 0002 0002 0002 0003 0004 0001 0003 0004 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0005 0006 0001
0007 0008 0009 000A 000B 000C 000D 000E 000F 000D 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000C 0012 000D 000E
0013 0014 0011 0009 000A 0015 0016 0005 0017 0018 0019 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000C 0012 001A 0005
000D 001B 000B 0011 0009 000A 0015 001C 001D 001E 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 000C 0012 0012 0012
001F 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0015 001C 001C 001C
0020 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A
0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009
0020 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011
0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 0021 0022 0023 0024 0025 0022 0023 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B
0020 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0026 0027 0028 0029 0002 002A 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A
0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 002B 002C 000A 000B 0011 002B 001E 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009
0020 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 002D 0023 002E 000A 000B 002F 0030 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011
0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 0031 0014 0011 0009 000A 0031 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000E
0020 000E 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0020 0032 0033 0011 0024 0007 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A
0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0034 0027 001E 000B 0029 0035 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009
0020 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 0020 0008 0009 000A 000B 0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011
0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 0020 0014 0011 0009 000A 0020 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B
0020 0008 0009 000A 000B 0011 0009 000A 000B 002F 0036 0025 0022 0023 0020 001B 002D 0037 0030 0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A
0020 0014 0011 0009 000A 000B 0011 0009 000A 0029 0002 0002 002A 0014 002B 002C 0029 0038 0019 002B 001E 002D 0037 0036 0025 0022 0023 0009 000A 000B 0011 0009
0020 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0020 001B 000B 0011 0009 000A 000B 0011 0009 0029 0002 0002 0002 002A 0014 0011 0009 000A 000B 0011
0020 0010 000A 000B 000E 0009 000A 000B 0011 0009 000A 000B 0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0020 001B 000B 0011 0009 000A 000B
0020 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 0020 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 002D 0007 0010 000A 000B 0011 0009 000A
0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 0029 0035 0008 0009 000A 000B 0011 0009
0020 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 002B 001E 000B 0011 0009 000A 000B 0011 0009 000A 002D 0037 0036 0007 0014 0011 0009 000A 000B 0011
0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 0029 0002 0002 0039 001E 000B 0011 0009 000A 000B
0020 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A
0020 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009
0020 001B 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011
0020 0010 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B
0007 0008 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0024 0025
0035 0014 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0011 0009 000A 000B 0026 0001
0007 0032 000E 0037 0036 0025 0022 0037 0036 0025 0022 0037 0036 0025 0022 0037 0036 0025 000E 0037 0036 0025 0022 0037 0036 0025 0022 0037 0036 0025 0007 000E
