ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-101-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 74

0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004
0004 0001 0005 0006 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003
0006 0007 0008 0009 0006 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0007 000A 0005
0009 0008 000B 000C 0009 0006 0004 0001 0002 0003 0004 000D 000E 0003 0004 0001 0002 0003 0004 0001 0002 000F 0010 0001 0002 0003 0004 0001 0005 0008 000B 000C
000C 0011 0003 0004 000C 0009 0006 0004 0001 0002 0003 000C 0012 0002 0003 0004 0001 0002 0003 0004 0001 000C 0013 0004 0001 0002 0003 0007 0008 0011 0003 0004
0004 0001 0002 0003 0004 000C 0009 0006 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 0001 0005 0008 000B 0001 0002 0003
0003 0004 0001 0002 0003 0004 000C 0009 0006 0004 0001 0005 0006 0004 0001 0002 0003 0004 0001 0002 0003 0007 000A 0002 0003 0007 0008 0011 0003 0004 0001 0002
0002 0003 0004 0001 0002 0003 0004 000C 0009 0006 0004 000C 0011 0003 0004 0001 0002 0003 0004 0001 0002 000C 000B 0001 0005 0008 000B 0001 0002 0003 0004 0001
0001 0002 0003 0004 0001 0002 0003 0004 000C 0009 0006 0007 000A 0002 0003 0004 0001 0002 0003 0004 0001 0005 0006 0007 0008 0011 0003 0004 0001 0002 0003 0004
0004 0001 0002 0003 0004 0001 0002 0003 0004 000C 0009 0008 000B 0001 0002 0003 0004 0001 0002 0003 0004 000C 0009 0008 000B 0001 0002 0003 0004 0001 0002 0003
0003 0004 0001 0002 0003 0004 0001 0002 0003 0004 000C 0009 0006 0004 0001 0002 0003 0004 0001 0002 0003 0007 0008 0011 0003 0004 0001 0002 0003 0004 0001 0002
0002 0003 0004 0001 0002 0003 0004 0001 0002 0003 0007 0008 0011 0003 0004 0001 0002 0003 0004 0001 0002 000C 0014 000A 0002 0003 0004 0001 0002 0003 0004 0001
0015 0016 0006 0004 0001 0002 0003 0004 0001 0002 000C 0014 0015 000E 0003 0004 0001 0002 0003 0004 000D 0016 0008 000B 0001 0002 0003 0004 0001 0002 000F 0017
0018 0019 0009 0006 0004 0001 0002 0003 0004 0001 0005 001A 001B 0012 0002 0003 0004 0001 0002 0003 001C 001B 0009 0006 0004 0001 0002 0003 0004 000D 001D 001E
