ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-013-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 55

0000 0001 0000 0001 0002 0002 0002 0002 0002 0002 0000 0001 0002 0003 0002 0002 0002 0003 0002 0002 0002 0002 0002 0004 0001 0002 0002 0002 0002 0002 0002 0002
0005 0006 0007 0008 0009 000A 000B 000C 000D 000E 000F 0010 000D 000A 0011 0012 0013 0014 0015 0016 000D 000A 000B 0007 0017 0018 000B 000C 000D 000A 000B 000C
0005 0019 000A 001A 0008 0009 000A 000B 001B 001C 001D 000B 000C 001E 001F 0004 0001 0002 0020 0021 0016 000D 000A 000B 001A 0017 0014 0015 0016 000D 000A 000B
0005 0022 000D 000A 001A 0008 0009 000E 001C 0010 000D 000A 0011 001C 0023 0007 0021 0016 000D 001A 0021 0016 000D 000A 000B 0024 0002 0020 0021 0016 000D 000A
0005 0025 000C 000D 000A 001A 0008 001C 001D 000B 000C 001E 001C 0026 000C 000D 001A 0021 0016 000D 001A 0021 0016 000D 000A 000B 000C 000D 0027 0025 000C 000D
0005 0006 000B 000C 000D 000A 001A 0008 0009 000A 000B 001A 0023 000A 000B 000C 000D 001A 0021 0016 000D 001A 0021 0016 000D 000A 000B 000C 0005 0006 000B 000C
0005 0019 000A 000B 000C 000D 000A 001A 0008 0009 000A 000B 000C 000D 000A 0011 0016 000D 001A 0021 0016 000D 001A 0021 0016 000D 000A 000B 0005 0019 000A 000B
0005 0022 000D 000A 000B 000C 000D 000A 001A 0008 0013 0014 0015 0012 0013 001C 0026 000C 000D 001A 0021 0016 000D 001A 0021 0016 000D 000A 0005 0022 000D 000A
0005 0025 000C 000D 000A 000B 000C 000D 000A 0024 0004 0001 0002 0002 0028 0019 000A 000B 000C 000D 001A 0021 0016 000D 0027 0025 000C 000D 0005 0025 000C 000D
0005 0006 000B 000C 001E 0018 000B 000C 000D 000A 0005 0022 001E 0014 0029 002A 0013 0014 0015 0012 0009 001A 0021 0016 0005 0006 000B 000C 0005 0006 000B 000C
0005 0019 000A 000B 0027 0019 000A 000B 000C 000D 0005 0025 002B 0001 0003 0002 0004 0001 0004 002C 0008 0009 0027 0025 0005 0019 000A 000B 0005 0019 000A 000B
