ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-074-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 87

0000 0001 0002 0002 0002 0002 0002 0002 0002 0000 0001 0002 0002 0003 0004 0004 0005 0001 0002 0002 0002 0002 0002 0002 0000 0001 0002 0002 0002 0006 0002 0002
0007 0008 0009 000A 000B 000C 0009 000A 000B 0007 000D 000A 000B 000E 000F 000F 0010 0008 0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 000B 000C 0009 000A
0007 0011 000C 0009 000A 000B 000C 0009 000A 0007 0008 0009 000A 000E 0012 0013 0014 0011 000C 0009 000A 000B 000C 0009 0007 0015 0016 0017 000A 000B 000C 0009
0018 0019 000B 000C 0009 000A 001A 001B 0009 0007 0011 000C 0009 000E 0010 001C 0018 001D 001E 000C 0009 000A 000B 000C 001F 0004 0020 001C 0021 0022 0023 0016
0024 0025 0026 000B 000C 0009 0027 0011 000C 0007 001D 0023 0016 0028 0029 0004 002A 0020 0019 000B 000C 0009 000A 000B 000E 000F 002B 0001 0003 0004 0004 0004
002C 002D 000D 000A 001A 0016 0018 0019 000B 001F 0004 0004 0004 002E 000F 000F 000F 0010 000D 000A 000B 000C 0009 000A 000E 000F 0010 001D 0028 0012 0013 002F
000A 0007 0008 0009 0030 0002 0031 000D 000A 0032 0013 002F 002F 0033 0013 0034 000F 0010 001C 0021 0022 0023 0016 0021 0028 000F 0029 0004 002E 0010 0008 0009
0009 0007 0011 000C 0009 000A 0007 0008 0009 0007 0011 0035 0017 0007 0011 000E 000F 0029 0004 0004 0004 0004 0004 0004 002E 000F 000F 000F 000F 0010 0011 000C
000C 0007 001D 0023 001B 0009 0007 0011 000C 0007 0019 0027 0008 0007 0019 000E 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 000F 0010 0019 000B
0023 0036 0001 0037 0038 000C 0007 0019 000B 0007 000D 0007 0011 0039 003A 000E 000F 000F 0012 0013 002F 002F 002F 002F 0033 0013 0034 000F 000F 0010 0025 0022
0002 0031 0008 0009 000A 000B 0007 000D 000A 0007 001C 0018 001D 0023 0016 0028 000F 000F 0010 000D 000A 000B 000C 0009 0007 0011 000E 000F 0012 003B 0002 0002
0009 0007 0011 000C 003C 0022 0018 0008 0009 001F 0005 003D 0002 0002 0003 002E 000F 000F 0010 0008 0009 000A 000B 000C 0039 003E 003F 002F 0014 0019 001A 001B
000C 0007 0019 000B 0030 0002 0031 0011 000C 000E 0010 0011 000C 0009 0032 0013 0034 000F 0010 0011 000C 0009 000A 000B 0035 0017 000A 000B 0007 000D 0027 0011
