ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-056-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 45

0000 0001 0002 0002 0002 0002 0002 0000 0001 0002 0002 0002 0003 0002 0002 0002 0003 0004 0001 0002 0003 0002 0002 0002 0003 0002 0002 0002 0002 0002 0002 0002
0005 0006 0007 0008 0009 000A 000B 000C 000D 000E 0007 0008 0009 000A 0007 0008 000F 000C 0010 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008
0005 0011 000A 0007 0008 000F 0012 0010 0013 000D 000E 0007 0008 0009 000A 000B 0012 0014 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007
0005 0015 0009 000A 000B 0012 0014 000A 0007 0013 000D 000E 0007 0008 000F 0012 0010 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A
0005 0016 0008 000F 0012 0010 0008 0009 000A 0007 0013 000D 000E 000B 0012 0014 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009
0017 0018 000B 0012 0014 000A 0007 0008 0009 000A 0007 0013 000D 0012 0010 0008 0009 000A 0007 0019 001A 001B 001C 001D 001A 001B 001C 001D 001A 001B 001C 001D
001E 001F 0012 0010 0008 0009 000A 0007 0008 0009 000A 000B 0012 0014 000A 0007 0008 0009 0020 0021 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0022 0023 000D 000E 0007 0008 0009 000A 0007 0008 000F 0012 0010 0008 0009 000A 0007 0019 0012 0024 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A
0005 0016 0013 000D 000E 0007 0008 0009 000A 000B 0012 0014 000A 0007 0008 0009 0020 0012 0025 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009
0017 0018 0007 0013 000D 000E 0007 0008 000F 0012 0010 0008 0009 000A 0007 0019 0012 0024 0007 0008 0009 0020 001C 001D 001A 001B 001C 001D 001A 001B 001C 001D
001E 0011 000A 0007 0013 000D 000E 000B 0012 0014 000A 0007 0008 0009 000A 0013 0025 0009 000A 0007 0019 0021 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002
0005 0015 0009 000A 0007 0013 000D 0012 0010 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009 0020 0012 0025 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A
0005 0016 0008 0009 000A 000B 0012 0014 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0019 0012 0024 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008 0009
0005 0018 0007 0008 000F 0012 0010 0008 0009 000A 0007 0019 0026 000A 0007 0008 0009 0020 0012 0025 0009 000A 0007 0008 0009 000A 0007 0008 0009 000A 0007 0008
