ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-082-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 82

0000 0001 0002 0002 0002 0003 0004 0001 0002 0005 0006 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0004 0007 0002 0002 0002 0002 0002 0002 0000 0001 0002
0008 0009 000A 000B 000C 000D 0008 000E 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 0008 000F 000B 000C 000D 000A 000B 000C 0008 000F 000B
0008 0010 000D 000A 000B 000C 0008 000F 000B 000C 0011 0012 0013 0014 0015 0016 0017 0018 000D 0016 0017 0019 0009 000A 000B 001A 0015 000A 000B 001B 001C 000A
0008 001D 000C 000D 000A 000B 0008 0009 000A 000B 000C 000D 001E 001F 0020 0021 001F 0022 000C 001E 0002 0023 0024 000D 000A 0025 0010 000D 000A 000B 000C 000D
0008 000F 000B 000C 000D 000A 0008 0010 000D 000A 000B 000C 000D 000A 0025 0010 000D 000A 000B 000C 000D 000A 000B 000C 000D 0008 001D 000C 000D 000A 000B 000C
0008 0009 000A 000B 000C 000D 0008 001D 000C 000D 000A 000B 000C 000D 0008 001D 000C 000D 000A 000B 000C 000D 000A 000B 000C 0008 000F 000B 0026 0027 0028 000B
0008 0010 000D 000A 000B 000C 0008 000F 000B 001A 0029 002A 0017 0014 0019 000F 000B 000C 000D 000A 000B 000C 0027 0028 000B 0008 0009 000A 002B 0025 0009 000A
0019 001D 000C 000D 000A 000B 0008 002C 002A 0021 0002 0002 0002 0002 002D 0009 000A 000B 000C 000D 000A 0013 002E 002F 0028 0008 0010 000D 000A 0008 0030 0029
002D 000F 000B 000C 000D 000A 0031 0001 001F 0032 000B 000C 000D 000A 001B 0020 0015 000A 000B 000C 0027 002E 0033 002E 002F 0019 001D 000C 000D 0034 0002 0002
0008 0009 000A 000B 000C 000D 0008 0035 0014 0029 002A 0017 0014 0029 002A 0036 0020 0015 000A 0013 002E 001C 0037 0033 0021 002D 000F 000B 000C 000D 000A 000B
0019 0010 000D 000A 000B 000C 0031 0001 0002 0002 0002 0002 0002 0002 001F 0032 0036 0020 0029 002E 0022 000C 0027 002E 0022 0008 002C 002A 0017 0014 0029 002A
